"Household Unique Sequential Number","Final Weight Based on Projection (provincial projections)","Survey Month","Survey Year","C05-Age as of Last Birthday","C11 - Location of Work (Province, Municipality)","New Employment Criteria (jul 05, 2005)"
002531,004162.0192,05,2024,19,"    ",3
002532,002930.0896,05,2024,56,1708,1
002532,003381.8343,05,2024,53,"    ",3
002532,004662.7826,05,2024,22,1708,1
002532,004662.7826,05,2024,21,"    ",3
002532,004162.0192,05,2024,19,"    ",3
002532,004162.0192,05,2024,16,"    ",3
002532,005319.0680,05,2024,14,"    "," "
002533,004788.3113,05,2024,42,"    ",3
002533,004162.0192,05,2024,19,"    ",3
002533,005319.0680,05,2024,12,"    "," "
002534,004180.7747,05,2024,67,1708,1
002534,007172.3744,05,2024,25,"    ",3
002535,002930.0896,05,2024,55,1708,1
002535,004072.7870,05,2024,64,"    ",3
002535,005503.8631,05,2024,30,1708,1
002535,005410.4678,05,2024,01,"    "," "
002535,005319.0680,05,2024,06,"    "," "
002536,003381.8343,05,2024,52,1708,1
002536,007172.3744,05,2024,27,"    ",3
002537,004072.7870,05,2024,56,1708,1
002537,007172.3744,05,2024,30,1724,1
002537,003381.8343,05,2024,54,"    ",3
002537,007172.3744,05,2024,29,1724,1
002538,005190.5928,05,2024,80,"    ",3
002539,003381.8343,05,2024,54,1708,1
002540,002975.5565,05,2024,62,1719,1
002540,004135.9855,05,2024,63,1719,1
002540,005589.2679,05,2024,26,"    ",3
002540,004735.1361,05,2024,22,"    ",3
002540,005401.6052,05,2024,10,"    "," "
002540,005271.1365,05,2024,78,"    ",3
002541,005112.2089,05,2024,53,1719,1
002541,003434.3110,05,2024,53,1719,1
002541,005589.2679,05,2024,25,1734,1
002541,004226.6023,05,2024,23,1719,1
002541,004226.6023,05,2024,21,"    ",3
002541,004735.1361,05,2024,20,"    ",3
002541,005494.4234,05,2024,10,"    "," "
002541,004735.1361,05,2024,23,1719,1
002542,004870.3657,05,2024,42,1719,1
002542,004862.6127,05,2024,39,"    ",3
002542,005494.4234,05,2024,14,"    "," "
002542,005494.4234,05,2024,10,"    "," "
002543,004245.6488,05,2024,65,"    ",3
002543,004226.6023,05,2024,23,"    ",3
002543,004226.6023,05,2024,23,"    ",3
002544,004245.6488,05,2024,66,1719,1
002544,004135.9855,05,2024,58,1719,1
002544,007283.6699,05,2024,33,1719,1
002544,007283.6699,05,2024,29,1719,1
002544,005589.2679,05,2024,27,1719,1
002544,005401.6052,05,2024,02,"    "," "
002545,004870.3657,05,2024,44,1719,1
002545,005494.4234,05,2024,13,"    "," "
002545,005494.4234,05,2024,12,"    "," "
002545,005401.6052,05,2024,00,"    "," "
002546,007283.6699,05,2024,33,1719,1
002546,005589.2679,05,2024,26,"    ",3
002546,005494.4234,05,2024,03,"    "," "
002546,005401.6052,05,2024,00,"    "," "
002546,005494.4234,05,2024,04,"    "," "
002547,002975.5565,05,2024,64,"    ",3
002547,005589.2679,05,2024,32,"    ",3
002547,004735.1361,05,2024,19,"    ",3
002548,002975.5565,05,2024,64,1719,1
002548,004135.9855,05,2024,62,1719,1
002548,007283.6699,05,2024,32,1719,1
002548,004735.1361,05,2024,24,"    ",2
002548,004735.1361,05,2024,19,"    ",3
002549,005271.1365,05,2024,83,"    ",3
002550,004135.9855,05,2024,56,"    ",3
002550,004226.6023,05,2024,23,"    ",3
002550,002975.5565,05,2024,58,1719,1
002551,005112.2089,05,2024,48,"    ",3
002551,004862.6127,05,2024,40,"    ",3
002551,005494.4234,05,2024,14,"    "," "
002551,005494.4234,05,2024,11,"    "," "
002551,005401.6052,05,2024,08,"    "," "
002551,005401.6052,05,2024,01,"    "," "
002552,005112.2089,05,2024,48,1719,1
002552,004862.6127,05,2024,44,"    ",3
002552,005494.4234,05,2024,13,"    "," "
002552,005401.6052,05,2024,04,"    "," "
002553,007283.6699,05,2024,28,1719,1
002553,004226.6023,05,2024,23,"    ",3
002553,005494.4234,05,2024,07,"    "," "
002554,004870.3657,05,2024,39,1719,1
002554,005401.6052,05,2024,14,"    "," "
002555,002975.5565,05,2024,63,"    ",3
002555,004135.9855,05,2024,57,1719,1
002555,004870.3657,05,2024,39,1719,1
002556,005112.2089,05,2024,46,1719,1
002556,005589.2679,05,2024,32,1719,1
002556,005494.4234,05,2024,12,"    "," "
002557,005271.1365,05,2024,87,"    ",3
002558,007283.6699,05,2024,27,1719,1
002558,005589.2679,05,2024,25,"    ",3
002558,005401.6052,05,2024,07,"    "," "
002558,005494.4234,05,2024,01,"    "," "
002559,004187.7057,05,2024,65,1718,1
002559,004079.5390,05,2024,63,"    ",3
002559,004803.8967,05,2024,36,"    ",2
002560,004803.8967,05,2024,39,"    ",3
002561,005042.4393,05,2024,46,1726,1
002561,003387.4408,05,2024,50,1726,1
002561,004168.9191,05,2024,17,"    ",3
002562,002934.9472,05,2024,55,1726,1
002562,004079.5390,05,2024,62,1726,1
002563,005042.4393,05,2024,50,1724,1
002563,004796.2495,05,2024,41,"    ",3
002563,005327.8861,05,2024,09,"    "," "
002563,005419.4375,05,2024,08,"    "," "
002563,005327.8861,05,2024,05,"    "," "
002563,005327.8861,05,2024,03,"    "," "
002563,004670.5127,05,2024,15,1724,1
002564,004803.8967,05,2024,35,1726,1
002564,005512.9875,05,2024,30,"    ",3
002564,005327.8861,05,2024,03,"    "," "
002564,005419.4375,05,2024,02,"    "," "
002565,004803.8967,05,2024,38,"    ",3
002565,005512.9875,05,2024,34,1718,1
002565,005327.8861,05,2024,04,"    "," "
002566,002934.9472,05,2024,62,1726,1
002566,003387.4408,05,2024,53,"    ",3
002566,004168.9191,05,2024,24,1724,1
002566,004670.5127,05,2024,22,"    ",3
002566,005327.8861,05,2024,04,"    "," "
002567,004796.2495,05,2024,35,1726,1
002567,004803.8967,05,2024,44,"    ",3
002567,005327.8861,05,2024,07,"    "," "
002568,004187.7057,05,2024,69,1726,1
002568,005199.1979,05,2024,68,"    ",3
002568,004803.8967,05,2024,41,1726,1
002568,004796.2495,05,2024,38,1726,1
002568,005327.8861,05,2024,11,"    "," "
002568,005327.8861,05,2024,09,"    "," "
002568,004168.9191,05,2024,17,"    ",3
002568,003387.4408,05,2024,46,"    ",3
002568,004168.9191,05,2024,19,"    ",3
002569,004803.8967,05,2024,43,1726,1
002569,003387.4408,05,2024,45,1726,1
002569,004670.5127,05,2024,15,"    ",3
002569,004803.8967,05,2024,40,1726,1
002570,003387.4408,05,2024,51,"    ",3
002570,004168.9191,05,2024,21,"    ",3
002570,004168.9191,05,2024,17,"    ",3
002570,005327.8861,05,2024,14,"    "," "
002571,007184.2650,05,2024,32,1726,1
002571,004796.2495,05,2024,38,"    ",3
002571,005327.8861,05,2024,11,"    "," "
002571,005419.4375,05,2024,10,"    "," "
002571,005327.8861,05,2024,06,"    "," "
002571,005327.8861,05,2024,04,"    "," "
002571,005419.4375,05,2024,02,"    "," "
002572,000517.9091,05,2024,57,2003,1
002572,000767.4302,05,2024,56,"    ",3
002572,000568.4419,05,2024,35,2003,1
002572,000660.3865,05,2024,23,2011,1
002572,000817.2553,05,2024,15,"    ",3
002573,000568.4419,05,2024,44,2011,1
002573,000539.1767,05,2024,45,2011,1
002573,000893.5422,05,2024,12,"    "," "
002573,000905.4130,05,2024,09,"    "," "
002574,000558.5940,05,2024,51,2003,1
002574,000539.1767,05,2024,49,2003,1
002574,000893.5422,05,2024,12,"    "," "
002574,000905.4130,05,2024,07,"    "," "
002574,000817.2553,05,2024,17,"    ",3
002575,000745.8291,05,2024,31,"    ",3
002575,000998.9264,05,2024,34,2003,1
002575,000893.5422,05,2024,12,"    "," "
002575,000905.4130,05,2024,09,"    "," "
002576,000568.4419,05,2024,43,2003,1
002576,000812.0652,05,2024,42,2009,1
002576,000660.3865,05,2024,17,"    ",3
002576,000905.4130,05,2024,07,"    "," "
002577,000616.5980,05,2024,72,2003,1
002577,000456.8750,05,2024,74,2003,1
002578,000812.0652,05,2024,41,"    ",3
002578,000568.4419,05,2024,41,2011,1
002578,000817.2553,05,2024,18,"    ",3
002578,000660.3865,05,2024,16,"    ",3
002578,000660.3865,05,2024,15,"    ",3
002578,000893.5422,05,2024,08,"    "," "
002579,000568.4419,05,2024,43,2009,1
002579,000812.0652,05,2024,42,"    ",3
002579,000817.2553,05,2024,20,"    ",3
002579,000817.2553,05,2024,18,"    ",3
002579,000893.5422,05,2024,14,"    "," "
002579,000893.5422,05,2024,05,"    "," "
002579,000905.4130,05,2024,01,"    "," "
002580,000616.5980,05,2024,68,"    ",3
002581,000517.9091,05,2024,57,"    ",3
002581,000539.1767,05,2024,51,"    ",3
002581,000660.3865,05,2024,23,2003,1
002581,000893.5422,05,2024,14,"    "," "
002581,000456.8750,05,2024,89,"    ",3
002582,000767.4302,05,2024,64,2003,1
002582,000660.3865,05,2024,24,2003,1
002582,000660.3865,05,2024,22,2011,1
002582,000745.8291,05,2024,33,2003,1
002583,000568.4419,05,2024,36,2005,1
002583,000745.8291,05,2024,31,2011,1
002583,000893.5422,05,2024,08,"    "," "
002583,000905.4130,05,2024,05,"    "," "
002584,000456.8750,05,2024,69,2003,1
002584,000616.5980,05,2024,68,"    ",3
002584,000568.4419,05,2024,44,"    ",3
002585,000996.1182,05,2024,30,2004,1
002585,000743.7325,05,2024,30,2004,1
002585,000891.0303,05,2024,10,"    "," "
002586,000557.0237,05,2024,51,2004,1
002586,000537.6609,05,2024,53,2004,1
002586,000814.9579,05,2024,16,"    ",3
002586,000902.8678,05,2024,09,"    "," "
002586,000658.5301,05,2024,15,2004,1
002586,000614.8647,05,2024,79,"    ",3
002587,000557.0237,05,2024,48,2004,1
002587,000809.7824,05,2024,42,2004,1
002587,000891.0303,05,2024,11,2004," "
002587,000891.0303,05,2024,09,"    "," "
002587,000902.8678,05,2024,07,"    "," "
002588,000557.0237,05,2024,50,"    ",2
002588,000537.6609,05,2024,51,2004,1
002588,000814.9579,05,2024,19,"    ",3
002588,000814.9579,05,2024,16,"    ",3
002588,000891.0303,05,2024,13,"    "," "
002588,000891.0303,05,2024,03,"    "," "
002589,000566.8439,05,2024,41,2004,1
002589,000743.7325,05,2024,32,"    ",3
002589,000891.0303,05,2024,13,"    "," "
002589,000891.0303,05,2024,11,"    "," "
002589,000902.8678,05,2024,06,"    "," "
002589,000902.8678,05,2024,02,"    "," "
002590,000516.4532,05,2024,64,2004,1
002590,000455.5906,05,2024,66,"    ",3
002590,000814.9579,05,2024,19,"    ",3
002590,000658.5301,05,2024,17,"    ",3
002590,000658.5301,05,2024,15,"    ",3
002590,000902.8678,05,2024,13,"    "," "
002591,000455.5906,05,2024,65,2004,1
002592,000455.5906,05,2024,68,2004,1
002592,000891.0303,05,2024,10,"    "," "
002593,000765.2728,05,2024,63,"    ",3
002593,000743.7325,05,2024,31,2004,1
002593,000743.7325,05,2024,28,2004,1
002593,000614.8647,05,2024,69,"    ",3
002594,000557.0237,05,2024,52,2004,1
002594,000814.9579,05,2024,17,"    ",3
002595,000765.2728,05,2024,57,2011,1
002595,000996.1182,05,2024,32,"    ",3
002595,000743.7325,05,2024,28,"    ",3
002595,000658.5301,05,2024,20,2004,1
002595,000658.5301,05,2024,23,2004,1
002595,000814.9579,05,2024,24,"    ",3
002595,000902.8678,05,2024,04,"    "," "
002596,000516.4532,05,2024,58,2004,1
002596,000658.5301,05,2024,18,"    ",3
002596,000996.1182,05,2024,31,2004,1
002596,000743.7325,05,2024,25,"    ",3
002596,000902.8678,05,2024,06,"    "," "
002596,000891.0303,05,2024,05,"    "," "
002596,000902.8678,05,2024,00,"    "," "
002597,000557.0237,05,2024,49,2004,1
002597,000537.6609,05,2024,48,"    ",3
002597,000902.8678,05,2024,07,"    "," "
002598,000566.8439,05,2024,42,2004,1
002598,000809.7824,05,2024,40,"    ",3
002598,000658.5301,05,2024,22,2011,1
002598,000658.5301,05,2024,20,2011,1
002598,000814.9579,05,2024,17,"    ",3
002598,000891.0303,05,2024,14,"    "," "
002598,000891.0303,05,2024,04,"    "," "
002599,000455.5906,05,2024,71,"    ",3
002600,000505.3936,05,2024,43,2005,1
002600,000479.3743,05,2024,50,2005,1
002600,000804.9898,05,2024,06,"    "," "
002600,000726.6101,05,2024,18,"    ",3
002600,000587.1403,05,2024,15,"    ",3
002601,000460.4656,05,2024,58,"    ",3
002601,000479.3743,05,2024,54,"    ",3
002601,000726.6101,05,2024,21,"    ",3
002601,000505.3936,05,2024,43,2005,1
002601,000721.9956,05,2024,38,2005,1
002602,000406.2010,05,2024,84,"    ",3
002603,000548.2085,05,2024,69,2005,1
002603,000406.2010,05,2024,65,2005,1
002604,000505.3936,05,2024,39,2005,1
002604,000479.3743,05,2024,46,2005,1
002604,000587.1403,05,2024,17,2005,1
002604,000794.4357,05,2024,14,"    "," "
002604,000804.9898,05,2024,07,"    "," "
002605,000682.3112,05,2024,56,2005,1
002605,000460.4656,05,2024,56,2005,1
002605,000587.1403,05,2024,23,2005,1
002605,000726.6101,05,2024,18,"    ",3
002605,000794.4357,05,2024,11,"    "," "
002605,000587.1403,05,2024,21,2005,1
002605,000726.6101,05,2024,22,"    ",3
002605,000794.4357,05,2024,00,"    "," "
002606,000406.2010,05,2024,74,"    ",3
002607,000406.2010,05,2024,85,"    ",3
002607,000496.6379,05,2024,54,"    ",2
002607,000479.3743,05,2024,50,"    ",2
002608,000496.6379,05,2024,53,2005,1
002608,000587.1403,05,2024,16,"    ",3
002608,000587.1403,05,2024,15,"    ",3
002608,000804.9898,05,2024,13,"    "," "
002608,000794.4357,05,2024,12,"    "," "
002608,000794.4357,05,2024,10,"    "," "
002609,000460.4656,05,2024,58,2005,1
002609,000682.3112,05,2024,59,"    ",3
002609,000663.1061,05,2024,26,"    ",2
002610,000460.4656,05,2024,55,2005,1
002610,000479.3743,05,2024,47,2005,1
002610,000888.1312,05,2024,28,2005,1
002610,000794.4357,05,2024,13,"    "," "
002610,000460.4656,05,2024,60,"    ",3
002611,000496.6379,05,2024,54,"    ",2
002611,000726.6101,05,2024,20,"    ",3
002611,000587.1403,05,2024,15,"    ",3
002611,000804.9898,05,2024,12,"    "," "
002611,000804.9898,05,2024,11,"    "," "
002612,000663.1061,05,2024,32,2005,1
002612,000794.4357,05,2024,14,"    "," "
002612,000888.1312,05,2024,29,2005,1
002612,000663.1061,05,2024,32,"    ",3
002612,000794.4357,05,2024,05,"    "," "
002612,000794.4357,05,2024,01,"    "," "
002612,000587.1403,05,2024,23,"    ",2
002612,000548.2085,05,2024,67,2005,1
002612,000406.2010,05,2024,65,2005,1
002613,000496.6379,05,2024,54,2005,1
002613,000479.3743,05,2024,52,"    ",3
002613,000888.1312,05,2024,33,2005,1
002613,000804.9898,05,2024,13,"    "," "
002613,000587.1403,05,2024,22,"    ",2
002614,000505.3936,05,2024,38,2005,1
002614,000721.9956,05,2024,40,2005,1
002614,000804.9898,05,2024,13,"    "," "
002614,000794.4357,05,2024,06,"    "," "
002615,000505.3936,05,2024,42,2005,1
002615,000663.1061,05,2024,34,"    ",3
002615,000587.1403,05,2024,16,"    ",3
002615,000794.4357,05,2024,14,"    "," "
002615,000804.9898,05,2024,12,"    "," "
002615,000804.9898,05,2024,11,"    "," "
002615,000794.4357,05,2024,05,"    "," "
002616,000726.6101,05,2024,23,"    ",2
002616,000888.1312,05,2024,26,2005,1
002617,000565.3240,05,2024,54,2009,1
002618,001010.9616,05,2024,34,2009,1
002619,000524.1490,05,2024,59,2009,1
002619,000776.6763,05,2024,59,"    ",3
002620,001010.9616,05,2024,31,2009,1
002620,000754.8150,05,2024,28,"    ",3
002620,000916.3216,05,2024,07,"    "," "
002620,000904.3078,05,2024,00,"    "," "
002621,000565.3240,05,2024,51,2009,1
002621,000545.6728,05,2024,45,"    ",3
002621,000668.3430,05,2024,19,2009,1
002621,000827.1018,05,2024,15,"    ",3
002621,000904.3078,05,2024,12,"    "," "
002621,000904.3078,05,2024,08,"    "," "
002622,000565.3240,05,2024,52,2009,1
002622,000545.6728,05,2024,50,"    ",3
002622,000904.3078,05,2024,12,"    "," "
002623,000575.2906,05,2024,43,2009,1
002623,000821.8491,05,2024,39,"    ",3
002623,000904.3078,05,2024,13,"    "," "
002623,000904.3078,05,2024,11,"    "," "
002624,001010.9616,05,2024,28,2009,1
002624,000821.8491,05,2024,35,"    ",3
002625,000575.2906,05,2024,35,2009,1
002625,000754.8150,05,2024,32,2009,1
002625,000916.3216,05,2024,10,"    "," "
002625,000904.3078,05,2024,09,"    "," "
002625,000904.3078,05,2024,07,"    "," "
002626,000565.3240,05,2024,51,2009,1
002626,000545.6728,05,2024,52,"    ",3
002626,001010.9616,05,2024,32,2009,1
002626,000668.3430,05,2024,20,"    ",2
002626,000827.1018,05,2024,18,"    ",3
002626,000916.3216,05,2024,12,"    "," "
002626,000916.3216,05,2024,10,"    "," "
002627,001010.9616,05,2024,25,2009,1
002628,001010.9616,05,2024,26,2009,1
002628,000827.1018,05,2024,24,"    ",3
002628,000904.3078,05,2024,06,"    "," "
002629,000821.8491,05,2024,36,2009,1
002629,000827.1018,05,2024,17,"    ",3
002629,000904.3078,05,2024,14,2009," "
002629,000916.3216,05,2024,12,"    "," "
002629,000916.3216,05,2024,10,"    "," "
002629,000916.3216,05,2024,08,"    "," "
002629,000916.3216,05,2024,03,"    "," "
002630,000554.1072,05,2024,54,2011,1
002630,000534.8459,05,2024,51,2011,1
002630,000898.1406,05,2024,12,"    "," "
002630,000739.8385,05,2024,29,2011,1
002630,000898.1406,05,2024,10,"    "," "
002630,000886.3651,05,2024,00,"    "," "
002630,000886.3651,05,2024,00,"    "," "
002631,000554.1072,05,2024,53,2011,1
002631,000534.8459,05,2024,49,"    ",3
002631,000990.9028,05,2024,27,2011,1
002631,000886.3651,05,2024,12,"    "," "
002632,000513.7492,05,2024,63,2011,1
002632,000761.2660,05,2024,61,"    ",3
002632,000898.1406,05,2024,14,"    "," "
002632,000990.9028,05,2024,31,2011,1
002632,000739.8385,05,2024,31,2011,1
002632,000898.1406,05,2024,10,"    "," "
002632,000898.1406,05,2024,05,"    "," "
002632,000886.3651,05,2024,02,"    "," "
002633,000990.9028,05,2024,29,2011,1
002633,000739.8385,05,2024,28,2011,1
002633,000886.3651,05,2024,08,"    "," "
002634,000513.7492,05,2024,63,2011,1
002635,000513.7492,05,2024,64,"    ",3
002635,000453.2053,05,2024,70,2011,1
002636,000453.2053,05,2024,66,2011,1
002637,000453.2053,05,2024,68,"    ",3
002637,000563.8761,05,2024,43,2011,1
002637,000739.8385,05,2024,29,2011,1
002637,000990.9028,05,2024,28,2011,1
002637,000739.8385,05,2024,32,"    ",3
002637,000886.3651,05,2024,05,"    "," "
002637,000898.1406,05,2024,01,"    "," "
002637,000898.1406,05,2024,07,"    "," "
002638,000563.8761,05,2024,38,2011,1
002638,000739.8385,05,2024,34,2011,1
002638,000886.3651,05,2024,12,"    "," "
002638,000898.1406,05,2024,09,"    "," "
002638,000886.3651,05,2024,07,"    "," "
002639,000513.7492,05,2024,61,2011,1
002639,000453.2053,05,2024,68,2011,1
002639,000563.8761,05,2024,36,2011,1
002639,000990.9028,05,2024,30,2011,1
002640,000563.8761,05,2024,44,2011,1
002640,000805.5426,05,2024,44,"    ",3
002640,000655.0822,05,2024,16,"    ",3
002641,000655.0822,05,2024,23,2011,1
002641,000810.6910,05,2024,24,"    ",3
002641,000886.3651,05,2024,01,"    "," "
002642,000563.8761,05,2024,36,2011,1
002642,000805.5426,05,2024,36,2011,1
002642,000898.1406,05,2024,14,"    "," "
002642,000898.1406,05,2024,10,"    "," "
002642,000898.1406,05,2024,05,"    "," "
002643,000513.7492,05,2024,64,"    ",3
002643,000761.2660,05,2024,57,2011,1
002643,000655.0822,05,2024,24,"    ",3
002643,000810.6910,05,2024,20,"    ",3
002643,000655.0822,05,2024,18,"    ",3
002643,000655.0822,05,2024,17,"    ",3
002643,000886.3651,05,2024,07,"    "," "
002644,000554.1072,05,2024,47,2011,1
002644,000534.8459,05,2024,50,2011,1
002644,000990.9028,05,2024,26,2011,1
002644,000655.0822,05,2024,20,"    ",3
002645,000990.9028,05,2024,33,2011,1
002645,000739.8385,05,2024,25,"    ",3
002646,000554.1072,05,2024,45,2011,1
002647,000563.8761,05,2024,40,2011,1
002647,000534.8459,05,2024,53,2011,1
002647,000655.0822,05,2024,16,"    ",3
002647,000886.3651,05,2024,13,"    "," "
002648,000606.0119,05,2024,69,"    ",3
002649,000509.0173,05,2024,57,2011,1
002649,000754.2544,05,2024,57,"    ",3
002649,000649.0486,05,2024,23,"    ",3
002649,000803.2241,05,2024,22,2011,1
002650,000606.0119,05,2024,86,"    ",3
002650,000449.0310,05,2024,85,2011,1
002651,000798.1232,05,2024,37,2011,1
002651,000803.2241,05,2024,15,"    ",3
002651,000878.2013,05,2024,13,"    "," "
002651,000606.0119,05,2024,77,"    ",3
002651,000449.0310,05,2024,75,"    ",3
002651,000798.1232,05,2024,37,2011,1
002652,000558.6825,05,2024,44,2011,1
002652,000798.1232,05,2024,42,2011,1
002652,000649.0486,05,2024,18,"    ",3
002652,000649.0486,05,2024,15,"    ",3
002652,000889.8683,05,2024,10,"    "," "
002652,000889.8683,05,2024,09,"    "," "
002653,000733.0242,05,2024,33,2011,1
002653,000878.2013,05,2024,08,"    "," "
002653,000889.8683,05,2024,06,"    "," "
002653,000889.8683,05,2024,14,"    "," "
002654,000981.7761,05,2024,33,2011,1
002654,000733.0242,05,2024,30,2011,1
002654,000878.2013,05,2024,05,"    "," "
002654,000878.2013,05,2024,03,"    "," "
002654,000889.8683,05,2024,12,"    "," "
002654,000803.2241,05,2024,24,2011,1
002655,000549.0037,05,2024,45,2011,1
002655,000733.0242,05,2024,34,"    ",3
002655,000889.8683,05,2024,09,"    "," "
002655,000889.8683,05,2024,08,"    "," "
002656,000754.2544,05,2024,64,2011,1
002656,000981.7761,05,2024,34,2011,1
002657,000449.0310,05,2024,72,"    ",3
002657,000558.6825,05,2024,35,2011,1
002657,000733.0242,05,2024,33,2011,1
002657,000889.8683,05,2024,07,"    "," "
002657,000649.0486,05,2024,18,"    ",3
002657,000558.6825,05,2024,42,2011,1
002657,000733.0242,05,2024,25,"    ",3
002658,000509.0173,05,2024,64,2011,1
002658,000754.2544,05,2024,60,2011,1
002658,000733.0242,05,2024,31,2008,1
002658,000981.7761,05,2024,28,2011,1
002658,000733.0242,05,2024,28,2011,1
002659,000606.0119,05,2024,70,2011,1
002659,000449.0310,05,2024,66,"    ",3
002659,000798.1232,05,2024,42,"    ",2
002659,000558.6825,05,2024,39,"    ",3
002660,000449.0310,05,2024,67,2011,1
002660,000606.0119,05,2024,71,"    ",3
002661,000803.2241,05,2024,23,2011,1
002661,000803.2241,05,2024,19,"    ",3
002662,000509.0173,05,2024,57,"    ",3
002662,000529.9197,05,2024,48,2011,1
002662,000649.0486,05,2024,22,"    ",3
002662,000649.0486,05,2024,21,"    ",3
002662,000649.0486,05,2024,17,"    ",3
002662,000889.8683,05,2024,14,"    "," "
002663,000449.0310,05,2024,65,"    ",3
002664,000549.0037,05,2024,46,2011,1
002664,000798.1232,05,2024,42,"    ",3
002665,000558.6825,05,2024,44,"    ",2
002666,000549.0037,05,2024,49,2011,1
002666,000529.9197,05,2024,47,2011,1
002666,000649.0486,05,2024,18,2011,1
002666,000803.2241,05,2024,17,2011,1
002666,000803.2241,05,2024,15,2011,1
002667,000981.7761,05,2024,33,2011,1
002667,000733.0242,05,2024,31,2011,1
002667,000889.8683,05,2024,08,"    "," "
002667,000878.2013,05,2024,01,"    "," "
002668,002032.4269,05,2024,67,"    ",3
002668,002834.0918,05,2024,28,"    ",3
002668,003256.6231,05,2024,27,4121,1
002668,002721.3472,05,2024,06,"    "," "
002668,002721.3472,05,2024,04,"    "," "
002668,002721.3472,05,2024,01,"    "," "
002669,002032.4269,05,2024,73,"    ",3
002670,002420.7530,05,2024,54,4112,1
002670,001733.0697,05,2024,59,"    ",3
002670,002834.0918,05,2024,25,"    ",3
002670,002396.9017,05,2024,22,"    ",3
002670,002396.9017,05,2024,17,"    ",3
002671,002665.2177,05,2024,42,4112,1
002671,002278.0951,05,2024,38,"    ",3
002671,002396.9017,05,2024,17,"    ",3
002671,002498.1308,05,2024,13,"    "," "
002671,002721.3472,05,2024,07,"    "," "
002671,002721.3472,05,2024,03,"    "," "
002672,001440.6755,05,2024,61,4112,1
002672,001733.0697,05,2024,59,"    ",3
002672,002396.9017,05,2024,20,"    ",2
002672,002396.9017,05,2024,17,"    ",3
002672,002498.1308,05,2024,14,"    "," "
002673,003256.6231,05,2024,31,4112,1
002673,002834.0918,05,2024,31,"    ",3
002673,002498.1308,05,2024,09,"    "," "
002673,002498.1308,05,2024,06,"    "," "
002673,002498.1308,05,2024,00,"    "," "
002674,001440.6755,05,2024,56,"    ",2
002674,002496.8974,05,2024,53,"    ",3
002674,002396.9017,05,2024,20,"    ",3
002674,002677.1903,05,2024,18,"    ",3
002674,002396.9017,05,2024,16,"    ",3
002675,001617.9859,05,2024,68,"    ",3
002675,002032.4269,05,2024,68,"    ",3
002675,002677.1903,05,2024,18,"    ",2
002675,002498.1308,05,2024,13,"    "," "
002676,002278.0951,05,2024,37,"    ",3
002676,002498.1308,05,2024,14,"    "," "
002676,002498.1308,05,2024,13,"    "," "
002676,002721.3472,05,2024,05,"    "," "
002676,002721.3472,05,2024,03,"    "," "
002677,002665.2177,05,2024,37,4112,1
002677,002278.0951,05,2024,38,"    ",3
002677,002396.9017,05,2024,15,"    ",3
002677,002498.1308,05,2024,13,"    "," "
002677,002498.1308,05,2024,10,"    "," "
002677,002498.1308,05,2024,08,"    "," "
002677,002498.1308,05,2024,05,"    "," "
002677,002721.3472,05,2024,01,"    "," "
002678,001440.6755,05,2024,56,4112,1
002678,001733.0697,05,2024,57,4112,1
002679,003256.6231,05,2024,26,4112,1
002679,002834.0918,05,2024,27,"    ",3
002679,002721.3472,05,2024,05,"    "," "
002680,002665.2177,05,2024,42,4112,1
002680,002721.3472,05,2024,09,"    "," "
002680,002498.1308,05,2024,07,"    "," "
002681,001440.6755,05,2024,62,4112,1
002681,001733.0697,05,2024,58,4112,1
002681,002677.1903,05,2024,22,"    ",3
002681,002721.3472,05,2024,14,"    "," "
002682,003256.6231,05,2024,33,4112,1
002682,002834.0918,05,2024,30,4112,1
002682,002721.3472,05,2024,06,"    "," "
002682,002498.1308,05,2024,02,"    "," "
002683,002420.7530,05,2024,47,4112,1
002683,002278.0951,05,2024,44,"    ",3
002683,002677.1903,05,2024,23,4112,1
002683,002677.1903,05,2024,21,"    ",3
002683,002396.9017,05,2024,19,"    ",3
002683,002396.9017,05,2024,17,4112,1
002683,002396.9017,05,2024,15,4112,1
002683,002721.3472,05,2024,14,"    "," "
002683,002498.1308,05,2024,09,"    "," "
002684,003256.6231,05,2024,34,4112,1
002684,002278.0951,05,2024,37,"    ",3
002684,002498.1308,05,2024,04,"    "," "
002684,002498.1308,05,2024,02,"    "," "
002684,002721.3472,05,2024,00,"    "," "
002685,003187.1584,05,2024,33,4112,1
002685,002229.5027,05,2024,37,4112,1
002685,002663.3001,05,2024,07,"    "," "
002686,002773.6398,05,2024,32,4112,1
002686,002663.3001,05,2024,12,"    "," "
002686,002444.8450,05,2024,08,"    "," "
002687,002608.3679,05,2024,42,4112,1
002687,002229.5027,05,2024,37,"    ",3
002687,002345.7751,05,2024,17,"    ",3
002687,002345.7751,05,2024,16,"    ",3
002687,002663.3001,05,2024,09,"    "," "
002688,003187.1584,05,2024,29,4112,1
002688,002773.6398,05,2024,30,"    ",3
002688,002444.8450,05,2024,08,"    "," "
002688,002663.3001,05,2024,02,"    "," "
002689,002608.3679,05,2024,43,4112,1
002689,002345.7751,05,2024,23,4112,1
002689,002663.3001,05,2024,14,"    "," "
002690,002369.1176,05,2024,51,4112,1
002690,003187.1584,05,2024,28,4112,1
