Region,Province,City,EMP_w_2024,months_observed_2024,quality_flag,projection_note,DEM_Region_std,DEM_geo_source_for_demand,DEM_households_single_duplex_2020,DEM_units_single_duplex_2020,DEM_single_house_households_2020,DEM_single_house_occupied_units_2020,DEM_duplex_households_2020,DEM_duplex_occupied_units_2020,DEM_CAGR_occ_2015_2020,DEM_households_single_duplex_2024,DEM_units_single_duplex_2024,DEM_single_house_households_2024,DEM_single_house_occupied_units_2024,DEM_duplex_households_2024,DEM_duplex_occupied_units_2024,DEM_CAGR_occ_2015_2020.1,DEM_growth_rate_used_value,DEM_growth_rate_used_basis,DEM_growth_rate_geo_source,DEM_years_used_from,DEM_years_used_to,GRDP_city_raw,GRDP_grdp_pc_2024_const,GRDP_geo_source_for_grdp,INC_income_per_hh_2018,INC_income_per_hh_2021,INC_income_per_hh_2023p,INC_income_total_2023p_millions,INC_geo_source_for_income,INC_cagr_21_23p,INC_cagr_18_23p,INC_growth_rate_used_income,INC_years_used_income,INC_growth_rate_geo_source_income,INC_switched_to_longer_cagr,INC_switch_reason,INC_income_per_hh_2024,INC_qa_flag_missing_any_cagr,INC_qa_flag_nonpositive_2024,RISK_Risk_Gate,RISK_Risk_Gate_Reasons,RISK_Fault_Distance_km,RISK_Nearest_Fault_Name,RISK_Flood_Level_Num,RISK_StormSurge_Level_Num,RISK_Landslide_Level_Num,RISK_events_50km,RISK_events_50km_per_year,RISK_m5plus_50km,RISK_avg_mag_50km,RISK_avg_depth_km_50km,RISK_EarthquakeRisk,RISK_HydroMean,RISK_HazardSafetyIndex,RISK_Flood_Level_Tip,RISK_StormSurge_Level_Tip,RISK_Landslide_Level_Tip,RISK_Risk_Gate_Tip,RISK_Risk_Gate_Reasons_ASCII
Region III (Central Luzon),Nueva Ecija,San Jose City,46542,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,558224,532052,539001,513407,19223,18645,0.028605307,624890,595592,603371,574721,21519,20872,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,San Jose City,191874,region,308780,267120,323630,194488.54,province,0.100705619,0.009438633,0.100705619,2021–2023p,province,FALSE,,356221.3595,FALSE,FALSE,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0,Philippine Fault,1,1,1,294,32,0,2.11,28.98,0.728111205,0.333333333,0.508755518,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region III (Central Luzon),Nueva Ecija,Science City of Munoz,123775,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,558224,532052,539001,513407,19223,18645,0.028605307,624890,595592,603371,574721,21519,20872,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Science City of Muñoz,191874,region,308780,267120,323630,194488.54,province,0.100705619,0.009438633,0.100705619,2021–2023p,province,FALSE,,356221.3595,FALSE,FALSE,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,6,Philippine Fault,1,1,1,310,33,2,2.17,35.16,0.677581803,0.333333333,0.528967279,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region III (Central Luzon),Pampanga,Angeles City,354647,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),city,102225,95961,96350,90348,5875,5613,0.028605307,114433,107421,107857,101138,6577,6283,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Angeles City,191874,region,398260,443240,501930,69727.85,city,0.064148173,0.047358334,0.064148173,2021–2023p,city,FALSE,,534127.8926,FALSE,FALSE,REVIEW,Elevated earthquake activity: M≥5 count ≥ 3 (=3),27.9,Iba Fault,1,1,1,579,63,3,2.16,42.58,0.469555199,0.333333333,0.61217792,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: M5 count  3 (=3)
Region III (Central Luzon),Pampanga,Mabalacat City,140359,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,533432,501581,510491,479636,22941,21945,0.028605307,597137,561482,571456,536917,25681,24566,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Mabalacat City,191874,region,333400,372140,431510,251756.6,province,0.076817874,0.052943466,0.076817874,2021–2023p,province,FALSE,,464657.6808,FALSE,FALSE,REVIEW,Elevated earthquake activity: M≥5 count ≥ 3 (=3),28,Care Fault,1,1,1,617,67,3,2.16,42.64,0.471092409,0.333333333,0.611563036,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: M5 count  3 (=3)
Region III (Central Luzon),Pampanga,San Fernando City,215250,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,533432,501581,510491,479636,22941,21945,0.028605307,597137,561482,571456,536917,25681,24566,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,San Fernando City,191874,region,333400,372140,431510,251756.6,province,0.076817874,0.052943466,0.076817874,2021–2023p,province,FALSE,,464657.6808,FALSE,FALSE,REVIEW,Elevated earthquake activity: M≥5 count ≥ 3 (=3),37.2,Care Fault,1,1,1,475,52,3,2.18,39.67,0.382554409,0.333333333,0.646978236,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: M5 count  3 (=3)
Region III (Central Luzon),Tarlac,Tarlac City,124946,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),province,348934,340007,335164,326486,13770,13521,0.028605307,390605,380612,375191,365477,15414,15136,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Tarlac City,191874,region,280110,305770,367820,134488.68,province,0.096781796,0.055993744,0.096781796,2021–2023p,province,FALSE,,403418.28,FALSE,FALSE,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0,Care Fault,1,1,1,421,45,2,2.21,46.71,0.736257821,0.333333333,0.505496872,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region III (Central Luzon),Zambales,Olongapo City,128101,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region III (Central Luzon),city,50087,48302,45367,43788,4720,4514,0.028605307,56069,54070,50785,49017,5284,5053,0.028605307,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Olongapo City,191874,region,382060,335530,385440,24236.46,city,0.071797434,0.001763127,0.071797434,2021–2023p,city,FALSE,,413113.6029,FALSE,FALSE,REVIEW,High hydro hazard: StormSurge L3,34.8,Iba Fault,2,3,1,882,95,1,2.17,35.68,0.437513609,0.833333333,0.424994556,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 3 (High): >1.5 m or depth x velocity >1.5 m2/s; elevate or avoid exposed coast.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: StormSurge L3
Region IV-A (CALABARZON),Batangas,Batangas City,109530,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,645129,607384,610659,574697,34470,32687,0.029918329,725868,683399,687084,646621,38784,36778,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Batangas City,192048,region,360560,356560,402170,327130.55,province,0.062034256,0.022083613,0.062034256,2021–2023p,province,FALSE,,427118.3166,FALSE,FALSE,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=316.0) and M≥5 count ≥ 3 (=4),10.5,Lubang Fault,1,1,1,2946,316,4,2.24,49.2,0.81537688,0.333333333,0.473849248,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=316.0) and M5 count  3 (=4)
Region IV-A (CALABARZON),Batangas,Lipa City,239550,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,645129,607384,610659,574697,34470,32687,0.029918329,725868,683399,687084,646621,38784,36778,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Lipa City,192048,region,360560,356560,402170,327130.55,province,0.062034256,0.022083613,0.062034256,2021–2023p,province,FALSE,,427118.3166,FALSE,FALSE,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=176.0),21.6,Valley Fault System,1,1,1,1631,176,2,2.33,19.7,0.690193928,0.333333333,0.523922429,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=176.0)
Region IV-A (CALABARZON),Batangas,Tanauan City,109435,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,645129,607384,610659,574697,34470,32687,0.029918329,725868,683399,687084,646621,38784,36778,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Tanauan City,192048,region,360560,356560,402170,327130.55,province,0.062034256,0.022083613,0.062034256,2021–2023p,province,FALSE,,427118.3166,FALSE,FALSE,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=150.0),8.5,Valley Fault System,2,1,1,1378,150,2,2.35,19.85,0.80591012,0.5,0.410969285,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=150.0)
Region IV-A (CALABARZON),Cavite,Bacoor City,140140,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Bacoor City,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,REVIEW,High hydro hazard: StormSurge L3,5,Valley Fault System,2,3,1,404,51,0,2.32,23.03,0.761641842,0.833333333,0.295343263,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 3 (High): >1.5 m or depth x velocity >1.5 m2/s; elevate or avoid exposed coast.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: StormSurge L3
Region IV-A (CALABARZON),Cavite,Cavite City,112393,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Cavite City,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,REVIEW,High hydro hazard: StormSurge L3,14.5,Valley Fault System,1,3,1,330,36,0,2.31,29.84,0.645681719,0.666666667,0.408393979,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 3 (High): >1.5 m or depth x velocity >1.5 m2/s; elevate or avoid exposed coast.,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: StormSurge L3
Region IV-A (CALABARZON),Cavite,City of Carmona,120984,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,City of Carmona,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0,Valley Fault System,2,1,1,972,124,0,2.35,19.88,0.871447391,0.5,0.384754377,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region IV-A (CALABARZON),Cavite,Dasmarinas City,218142,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Dasmariñas City,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,14.5,Valley Fault System,1,1,1,216,28,0,2.17,20.75,0.6152836,0.333333333,0.55388656,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Cavite,General Trias City,292940,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,General Trias City,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,13.1,Valley Fault System,1,1,1,904,97,0,2.34,32.49,0.703266196,0.333333333,0.518693522,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Cavite,Imus City,139681,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Imus City,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,9.2,Valley Fault System,1,1,1,625,80,0,2.34,22.48,0.74636825,0.333333333,0.5014527,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Cavite,Tagaytay City,18787,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Tagaytay City,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=205.0) and M≥5 count ≥ 3 (=4),3.4,Valley Fault System,1,1,1,1910,205,4,2.26,39.64,0.833290049,0.333333333,0.46668398,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=205.0) and M5 count  3 (=4)
Region IV-A (CALABARZON),Cavite,Trece Martires City,46116,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,767938,721929,662914,621682,105024,100247,0.029918329,864047,812280,745879,699487,118168,112793,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Trece Martires City,192048,region,394680,392610,457620,527020.97,province,0.079622234,0.030034984,0.079622234,2021–2023p,province,FALSE,,494056.7266,FALSE,FALSE,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=160.0),15,Valley Fault System,1,1,1,1485,160,1,2.26,50.19,0.674159818,0.333333333,0.530336073,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=160.0)
Region IV-A (CALABARZON),Laguna,Binan City,200092,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,679825,625229,616880,567636,62945,57593,0.029918329,764906,703478,694084,638677,70823,64801,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Biñan City,192048,region,400740,347150,441890,440820.18,province,0.12823223,0.019741974,0.12823223,2021–2023p,province,FALSE,,498554.5401,FALSE,FALSE,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,1.1,Valley Fault System,2,1,1,1033,132,0,2.34,20.14,0.862698652,0.5,0.388253873,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Laguna,Cabuyao City,246644,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,679825,625229,616880,567636,62945,57593,0.029918329,764906,703478,694084,638677,70823,64801,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Cabuyao City,192048,region,400740,347150,441890,440820.18,province,0.12823223,0.019741974,0.12823223,2021–2023p,province,FALSE,,498554.5401,FALSE,FALSE,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0,Valley Fault System,1,1,1,1009,128,0,2.35,19.92,0.873988068,0.333333333,0.450404773,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region IV-A (CALABARZON),Laguna,Calamba City,236955,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,679825,625229,616880,567636,62945,57593,0.029918329,764906,703478,694084,638677,70823,64801,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Calamba City,192048,region,400740,347150,441890,440820.18,province,0.12823223,0.019741974,0.12823223,2021–2023p,province,FALSE,,498554.5401,FALSE,FALSE,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer); High hydro hazard: Flood L3,0,Valley Fault System,3,1,1,1096,139,0,2.33,20.76,0.874070992,0.666666667,0.31703827,Flood Level 3 (High): above 1.5 m or high-velocity flow; avoid or elevate site significantly.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer); High hydro hazard: Flood L3
Region IV-A (CALABARZON),Laguna,San Pablo City,95728,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,679825,625229,616880,567636,62945,57593,0.029918329,764906,703478,694084,638677,70823,64801,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,San Pablo City,192048,region,400740,347150,441890,440820.18,province,0.12823223,0.019741974,0.12823223,2021–2023p,province,FALSE,,498554.5401,FALSE,FALSE,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,26.6,Valley Fault System,1,1,1,941,120,0,2.32,20.12,0.601626554,0.333333333,0.559349378,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Laguna,San Pedro City,44474,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,679825,625229,616880,567636,62945,57593,0.029918329,764906,703478,694084,638677,70823,64801,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,San Pedro City,192048,region,400740,347150,441890,440820.18,province,0.12823223,0.019741974,0.12823223,2021–2023p,province,FALSE,,498554.5401,FALSE,FALSE,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0,Valley Fault System,2,1,1,828,105,0,2.35,19.14,0.860275489,0.5,0.389223138,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region IV-A (CALABARZON),Laguna,Santa Rosa City,243456,8,A,ETS-only monthly projection; EMP_w_2024 = mean of 12 months,Region IV-A (CALABARZON),province,679825,625229,616880,567636,62945,57593,0.029918329,764906,703478,694084,638677,70823,64801,0.029918329,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),region_fallback,2020,2024,Santa Rosa City,192048,region,400740,347150,441890,440820.18,province,0.12823223,0.019741974,0.12823223,2021–2023p,province,FALSE,,498554.5401,FALSE,FALSE,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,1.7,Valley Fault System,2,1,1,904,115,0,2.35,19.14,0.850285293,0.5,0.393219216,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
