Region,Province,Area_display,Year,Price,Households,UnitsPer1k,GRDP_Const2018,Consumption_Const2018,PTI,EmploymentRate_2024_2025_avg,Flood_Index_0to1,StormSurge_Index_0to1,Landslide_Index_0to1,Price_proxy,Households_proxy,Units_proxy,GRDP_proxy,Consumption_proxy,PTI_proxy,Hazard_proxy,AvgIncome_per_HH,Nearest_Fault_Name,Fault_Distance_km,Hazard_source,Flood_Level,StormSurge_Level,Landslide_Level,Fault_Proximity_Level,Flood_Tooltip,StormSurge_Tooltip,Landslide_Tooltip,Fault_Tooltip,Flood_Tooltip_ASCII,StormSurge_Tooltip_ASCII,Landslide_Tooltip_ASCII,Fault_Tooltip_ASCII,Flood_Level_tips,Flood_Level_Num,Landslide_Level_tips,Landslide_Level_Num,StormSurge_Level_tips,StormSurge_Level_Num,Flood_Level_Simple,StormSurge_Level_Simple,Landslide_Level_Simple,Fault_Proximity_Index,Fault_Proximity_Level_Simple,AvgIncome_per_HH_city,AvgIncome_per_HH_prov,AvgIncome_per_HH_ncr,name_key,prov_key,Area_slug,City,Flood_Level_tips_ascii,StormSurge_Level_tips_ascii,Landslide_Level_tips_ascii
NCR,Metro Manila,Caloocan,2027,4559029.590093579,434277.2740146036,401873.5799276084,401785522.2616234,242642.9806460661,11.256498460124426,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,405013.1225303952,Valley Fault System,9.4,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 9.4 at 9.4 km — Level: Low (index 0.11),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 9.4 at 9.4 km Level: Low (index 0.11),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.6866666666666666,Low,405013.1225303952,615538.8506800202,595712.4905153749,caloocan,metro manila,caloocan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Caloocan,2028,4618060.774313129,435926.7748288723,403060.7977768998,408807100.918766,244691.0310921803,10.953442148996874,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,421608.1768173719,Valley Fault System,9.4,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 9.4 at 9.4 km — Level: Low (index 0.11),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 9.4 at 9.4 km Level: Low (index 0.11),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.6866666666666666,Low,421608.1768173719,640760.0103771647,620121.2826497357,caloocan,metro manila,caloocan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Caloocan,2029,4677166.253932709,437582.54088679806,404251.5229137865,415828679.5759087,246756.3682968842,10.656972668489251,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,438883.19876828126,Valley Fault System,9.4,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 9.4 at 9.4 km — Level: Low (index 0.11),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 9.4 at 9.4 km Level: Low (index 0.11),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.6866666666666666,Low,438883.19876828126,667014.5847739162,645530.2034417075,caloocan,metro manila,caloocan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Cavite City,2024,14317432.620023375,168545.3233438522,1172486.4280043798,436921727.98342896,21169.089981237445,20.0,94.22317323191902,0.2,1.0,0.2,True,True,True,True,True,True,True,424310.5025136582,Valley Fault System,14.5,Province-inherited,Low,High,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Low,High,Low,0.5166666666666666,Low,424310.5025136582,424310.5025136582,528100.9087916539,cavite,cavite,cavite-city,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Cavite City,2025,14596735.979606183,172741.6111950798,1195190.926837667,450062972.0201982,21360.61524184858,20.0,94.22317323191902,0.2,1.0,0.2,True,True,True,True,True,True,True,438843.2142699474,Valley Fault System,14.5,Province-inherited,Low,High,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Low,High,Low,0.5166666666666666,Low,438843.2142699474,438843.2142699474,549739.3761964802,cavite,cavite,cavite-city,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Cavite City,2026,14875142.912948811,177042.17521089475,1218334.0128189556,463204216.0569676,21553.8733084275,20.0,94.22317323191902,0.2,1.0,0.2,True,True,True,True,True,True,True,453874.18468508846,Valley Fault System,14.5,Province-inherited,Low,High,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Low,High,Low,0.5166666666666666,Low,453874.18468508846,453874.18468508846,572264.4606546622,cavite,cavite,cavite-city,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Cavite City,2027,15152758.251427278,181449.60165791976,1241924.13747653,476345460.0937413,21748.879858365908,20.0,94.22317323191902,0.2,1.0,0.2,True,True,True,True,True,True,True,469420.5141603017,Valley Fault System,14.5,Province-inherited,Low,High,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Low,High,Low,0.5166666666666666,Low,469420.5141603017,469420.5141603017,595712.4905153749,cavite,cavite,cavite-city,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Cavite City,2028,15429679.790195497,185966.5408244841,1265969.9147982833,489486704.13051057,21945.650710895028,20.0,94.22317323191902,0.2,1.0,0.2,True,True,True,True,True,True,True,485499.89058473794,Valley Fault System,14.5,Province-inherited,Low,High,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Low,High,Low,0.5166666666666666,Low,485499.89058473794,485499.89058473794,620121.2826497357,cavite,cavite,cavite-city,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Cavite City,2029,15705998.963532962,190595.70860239607,1290480.124346886,502627948.1672799,22144.20182836916,20.0,94.22317323191902,0.2,1.0,0.2,True,True,True,True,True,True,True,502130.60953917314,Valley Fault System,14.5,Province-inherited,Low,High,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 14.5 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Low,High,Low,0.5166666666666666,Low,502130.60953917314,502130.60953917314,645530.2034417075,cavite,cavite,cavite-city,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Dasmariñas,2024,14317432.620023375,168545.3233438522,1172486.4280043798,436921727.98342896,21169.089981237445,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,424310.5025136582,Valley Fault System,4.0,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8666666666666667,Low,424310.5025136582,424310.5025136582,528100.9087916539,dasmarinas,cavite,dasmari-as,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Dasmariñas,2025,14596735.979606183,172741.6111950798,1195190.926837667,450062972.0201982,21360.61524184858,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,438843.2142699474,Valley Fault System,4.0,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8666666666666667,Low,438843.2142699474,438843.2142699474,549739.3761964802,dasmarinas,cavite,dasmari-as,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Dasmariñas,2026,14875142.912948811,177042.17521089475,1218334.0128189556,463204216.0569676,21553.8733084275,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,453874.18468508846,Valley Fault System,4.0,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8666666666666667,Low,453874.18468508846,453874.18468508846,572264.4606546622,dasmarinas,cavite,dasmari-as,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Dasmariñas,2027,15152758.251427278,181449.60165791976,1241924.13747653,476345460.0937413,21748.879858365908,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,469420.5141603017,Valley Fault System,4.0,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8666666666666667,Low,469420.5141603017,469420.5141603017,595712.4905153749,dasmarinas,cavite,dasmari-as,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Dasmariñas,2028,15429679.790195497,185966.5408244841,1265969.9147982833,489486704.13051057,21945.650710895028,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,485499.89058473794,Valley Fault System,4.0,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8666666666666667,Low,485499.89058473794,485499.89058473794,620121.2826497357,dasmarinas,cavite,dasmari-as,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,Dasmariñas,2029,15705998.963532962,190595.70860239607,1290480.124346886,502627948.1672799,22144.20182836916,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,502130.60953917314,Valley Fault System,4.0,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 4.0 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.8666666666666667,Low,502130.60953917314,502130.60953917314,645530.2034417075,dasmarinas,cavite,dasmari-as,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Gapan,2024,3880100.548240364,131609.61497386594,610934.8815100556,462181640.25071406,30243.398790217503,12.816302558809978,94.22317323191902,1.0,0.2,0.2,True,True,True,True,True,True,True,302747.26508958446,Unnamed Fault,15.7,City,High,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km Level: Low (index 0.03),"Flood: High (NOAH level 3/3, index 1.00)",0.8,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,High,Low,Low,0.4766666666666667,Low,302747.26508958446,302747.26508958446,528100.9087916539,gapan,nueva ecija,gapan,,"Flood: High (NOAH level 3/3, index 1.00)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Gapan,2025,3945982.691454042,134741.43389470712,622242.1961616863,476890075.6281065,30314.429047606125,12.588750558493762,94.22317323191902,1.0,0.2,0.2,True,True,True,True,True,True,True,313453.0844120703,Unnamed Fault,15.7,City,High,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km Level: Low (index 0.03),"Flood: High (NOAH level 3/3, index 1.00)",0.8,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,High,Low,Low,0.4766666666666667,Low,313453.0844120703,313453.0844120703,549739.3761964802,gapan,nueva ecija,gapan,,"Flood: High (NOAH level 3/3, index 1.00)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Gapan,2026,4011074.343180965,137947.15393922344,633756.5459152603,491598511.0054993,30385.62612809229,12.359300126486708,94.22317323191902,1.0,0.2,0.2,True,True,True,True,True,True,True,324538.9546439605,Unnamed Fault,15.7,City,High,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km Level: Low (index 0.03),"Flood: High (NOAH level 3/3, index 1.00)",0.8,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,High,Low,Low,0.4766666666666667,Low,324538.9546439605,324538.9546439605,572264.4606546622,gapan,nueva ecija,gapan,,"Flood: High (NOAH level 3/3, index 1.00)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Gapan,2027,4075414.379218891,141228.5040963234,645481.6800818386,506306946.38288575,30456.990423479987,12.128544599157038,94.22317323191902,1.0,0.2,0.2,True,True,True,True,True,True,True,336018.41885481804,Unnamed Fault,15.7,City,High,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km Level: Low (index 0.03),"Flood: High (NOAH level 3/3, index 1.00)",0.8,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,High,Low,Low,0.4766666666666667,Low,336018.41885481804,336018.41885481804,595712.4905153749,gapan,nueva ecija,gapan,,"Flood: High (NOAH level 3/3, index 1.00)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Gapan,2028,4139038.837234794,144587.2534563011,657421.4151123303,521015381.76027846,30528.52232649356,11.897020263672696,94.22317323191902,1.0,0.2,0.2,True,True,True,True,True,True,True,347905.50452984124,Unnamed Fault,15.7,City,High,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km Level: Low (index 0.03),"Flood: High (NOAH level 3/3, index 1.00)",0.8,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,High,Low,Low,0.4766666666666667,Low,347905.50452984124,347905.50452984124,620121.2826497357,gapan,nueva ecija,gapan,,"Flood: High (NOAH level 3/3, index 1.00)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Nueva Ecija,Gapan,2029,4201981.197096017,148025.21213274778,669579.6357860594,535723817.1376709,30600.222230779666,11.665211662050128,94.22317323191902,1.0,0.2,0.2,True,True,True,True,True,True,True,360214.74096060515,Unnamed Fault,15.7,City,High,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 15.7 at 15.7 km Level: Low (index 0.03),"Flood: High (NOAH level 3/3, index 1.00)",0.8,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,High,Low,Low,0.4766666666666667,Low,360214.74096060515,360214.74096060515,645530.2034417075,gapan,nueva ecija,gapan,,"Flood: High (NOAH level 3/3, index 1.00)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,General Trias,2024,14317432.620023375,168545.3233438522,1172486.4280043798,436921727.98342896,21169.089981237445,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,424310.5025136582,Valley Fault System,13.1,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5633333333333334,Low,424310.5025136582,424310.5025136582,528100.9087916539,general trias,cavite,general-trias,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,General Trias,2025,14596735.979606183,172741.6111950798,1195190.926837667,450062972.0201982,21360.61524184858,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,438843.2142699474,Valley Fault System,13.1,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5633333333333334,Low,438843.2142699474,438843.2142699474,549739.3761964802,general trias,cavite,general-trias,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,General Trias,2026,14875142.912948811,177042.17521089475,1218334.0128189556,463204216.0569676,21553.8733084275,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,453874.18468508846,Valley Fault System,13.1,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5633333333333334,Low,453874.18468508846,453874.18468508846,572264.4606546622,general trias,cavite,general-trias,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region IV-A,Cavite,General Trias,2027,15152758.251427278,181449.60165791976,1241924.13747653,476345460.0937413,21748.879858365908,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,469420.5141603017,Valley Fault System,13.1,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: High (index 1.00),Landslide risk — Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km — Level: Low (index 0.07),Flood risk Level: Low (index 0.20),Storm-surge risk Level: High (index 1.00),Landslide risk Level: Low (index 0.20),Nearest fault: 13.1 at 14.5 km Level: Low (index 0.07),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5633333333333334,Low,469420.5141603017,469420.5141603017,595712.4905153749,general trias,cavite,general-trias,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
