Area_slug,Area_display,Region,Year,Consumption_Const2018,GRDP_Const2018,PTI,Households,Price,UnitsPer1k,Flood_Index_0to1,Landslide_Index_0to1,StormSurge_Index_0to1,Fault_Proximity_Index,GRDP_MAPE_backtest,EmploymentRate_2024_2025_avg,Flood_Level,Flood_Level_Num,Flood_Why,Landslide_Level,Landslide_Level_Num,Landslide_Why,StormSurge_Level,StormSurge_Level_Num,StormSurge_Why,Nearest_Fault_Name,Fault_Distance_km,Hazard_Tooltip_Short
lucena,Lucena,Region IV-A (Calabarzon),2027,152242.15900856137,3334418220.656189,41.910273601260776,81617.61503203171,15152758.251427278,76388.32882005075,1.0,0.2,0.2,0.1030927835051546,2.215450179366341,94.27798652397928,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.7,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~9.7 km
lucena,Lucena,Region IV-A (Calabarzon),2028,153619.5549762652,3426406928.913574,41.2627950954474,83649.37370579704,15429679.790195497,77867.33763335882,1.0,0.2,0.2,0.1030927835051546,2.215450179366341,94.27798652397928,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.7,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~9.7 km
lucena,Lucena,Region IV-A (Calabarzon),2029,155009.41279858412,3518395637.1709595,40.61063069790652,85731.61378879598,15705998.963532962,79374.91276612929,1.0,0.2,0.2,0.1030927835051546,2.215450179366341,94.27798652397928,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,9.7,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~9.7 km
makati,Makati,NCR,2024,236601.1090121588,380720786.2901936,91.49563909684348,197959.90621380784,75960038.17568798,188991.1330876877,0.2,0.2,0.2,0.4347826086956522,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,2.3,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~2.3 km
makati,Makati,NCR,2025,238598.1624837792,387742364.9473362,89.07461564054186,198711.81069058072,76980134.71602903,189549.4520660092,0.2,0.2,0.2,0.4347826086956522,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,2.3,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~2.3 km
makati,Makati,NCR,2026,240612.07226932416,394763943.6044789,86.70343387011768,199466.57110092608,78001137.8666685,190109.42043431223,0.2,0.2,0.2,0.4347826086956522,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,2.3,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~2.3 km
makati,Makati,NCR,2027,242642.9806460661,401785522.2616234,84.38202225508093,200224.19829244097,79023179.56162204,190671.04306523703,0.2,0.2,0.2,0.4347826086956522,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,2.3,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~2.3 km
makati,Makati,NCR,2028,244691.0310921803,408807100.918766,82.11022303788234,200984.703153924,80046386.75476089,191234.324845818,0.2,0.2,0.2,0.4347826086956522,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,2.3,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~2.3 km
makati,Makati,NCR,2029,246756.3682968842,415828679.5759087,79.88780063976564,201748.0966155327,81070881.73483363,191799.27067752727,0.2,0.2,0.2,0.4347826086956522,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,2.3,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~2.3 km
malabon,Malabon,NCR,2024,236601.1090121588,380720786.2901936,69.686135407371,100095.71534381436,23859242.76031225,92347.27282992218,0.6,0.2,1.0,0.0909090909090909,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,11.0,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~11.0 km
malabon,Malabon,NCR,2025,238598.1624837792,387742364.9473362,67.8422030618995,100475.90554450838,24179657.69926553,92620.08581418662,0.6,0.2,1.0,0.0909090909090909,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,11.0,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~11.0 km
malabon,Malabon,NCR,2026,240612.07226932416,394763943.6044789,66.03623180949508,100857.53980889884,24500357.406838182,92893.70474455104,0.6,0.2,1.0,0.0909090909090909,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,11.0,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~11.0 km
malabon,Malabon,NCR,2027,242642.9806460661,401785522.2616234,64.26816717014688,101240.6236219246,24821383.32384282,93168.1320019473,0.6,0.2,1.0,0.0909090909090909,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,11.0,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~11.0 km
malabon,Malabon,NCR,2028,244691.0310921803,408807100.918766,62.53788899043497,101625.16248935754,25142775.32681592,93443.36997434097,0.6,0.2,1.0,0.0909090909090909,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,11.0,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~11.0 km
malabon,Malabon,NCR,2029,246756.3682968842,415828679.5759087,60.8452178457085,102011.16193788216,25464571.82696697,93719.4210567522,0.6,0.2,1.0,0.0909090909090909,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,11.0,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~11.0 km
mandaluyong,Mandaluyong,NCR,2024,236601.1090121588,380720786.2901936,36.72607731783092,124219.75883448248,27754629.333424456,114134.2632522224,0.2,0.2,0.2,0.5263157894736842,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,1.9,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~1.9 km
mandaluyong,Mandaluyong,NCR,2025,238598.1624837792,387742364.9473362,35.754285705442655,124691.57858100436,28127356.915472142,114471.4395218672,0.2,0.2,0.2,0.5263157894736842,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,1.9,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~1.9 km
mandaluyong,Mandaluyong,NCR,2026,240612.07226932416,394763943.6044789,34.802500397477814,125165.19042465543,28500415.75897503,114809.61188009716,0.2,0.2,0.2,0.5263157894736842,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,1.9,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~1.9 km
mandaluyong,Mandaluyong,NCR,2027,242642.9806460661,401785522.2616234,33.870692681810496,125640.60117229834,28873854.070592668,115148.7832695646,0.2,0.2,0.2,0.5263157894736842,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,1.9,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~1.9 km
mandaluyong,Mandaluyong,NCR,2028,244691.0310921803,408807100.918766,32.958799235029794,126117.81765664964,29247718.23731648,115488.95664161468,0.2,0.2,0.2,0.5263157894736842,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,1.9,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~1.9 km
mandaluyong,Mandaluyong,NCR,2029,246756.3682968842,415828679.5759087,32.06672549652384,126596.84673637876,29622052.941573825,115830.13495631178,0.2,0.2,0.2,0.5263157894736842,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,1.9,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~1.9 km
manila,Manila,NCR,2024,236601.1090121588,380720786.2901936,26.555951667803782,516503.9176334028,12660006.362614663,469490.7713278271,0.2,0.2,1.0,0.1851851851851851,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,5.4,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~5.4 km
manila,Manila,NCR,2025,238598.1624837792,387742364.9473362,25.85326700953156,518465.73715214833,12830022.452671506,470877.7443751682,0.2,0.2,1.0,0.1851851851851851,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,5.4,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~5.4 km
manila,Manila,NCR,2026,240612.07226932416,394763943.6044789,25.16504854237256,520435.0081842175,13000189.644444749,472268.8148283615,0.2,0.2,1.0,0.1851851851851851,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,5.4,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~5.4 km
manila,Manila,NCR,2027,242642.9806460661,401785522.2616234,24.49127550511617,522411.7590324443,13170529.926937006,473663.9947919934,0.2,0.2,1.0,0.1851851851851851,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,5.4,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~5.4 km
manila,Manila,NCR,2028,244691.0310921803,408807100.918766,23.83190210976753,524396.018107163,13341064.459126815,475063.2964064092,0.2,0.2,1.0,0.1851851851851851,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,5.4,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~5.4 km
manila,Manila,NCR,2029,246756.3682968842,415828679.5759087,23.18685998128572,526387.8139266194,13511813.622472271,476466.7318478199,0.2,0.2,1.0,0.1851851851851851,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,5.4,Flood: Low | Surge: High | Landslide: Low | Fault: nearest fault ~5.4 km
marikina,Marikina,NCR,2024,236601.1090121588,380720786.2901936,17.3447322849276,110901.77436173614,9446312.439797096,102505.79786368864,1.0,0.2,0.2,1.0,6.831636768554896,94.22317323191902,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
marikina,Marikina,NCR,2025,238598.1624837792,387742364.9473362,16.885781409021526,111323.00885421252,9573170.599301046,102808.62123640592,1.0,0.2,0.2,1.0,6.831636768554896,94.22317323191902,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
marikina,Marikina,NCR,2026,240612.07226932416,394763943.6044789,16.436278969201673,111745.84330754312,9700141.503931852,103112.33921213076,1.0,0.2,0.2,1.0,6.831636768554896,94.22317323191902,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
marikina,Marikina,NCR,2027,242642.9806460661,401785522.2616234,15.996211405508111,112170.2837988058,9827241.560868382,103416.95443370592,1.0,0.2,0.2,1.0,6.831636768554896,94.22317323191902,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
marikina,Marikina,NCR,2028,244691.0310921803,408807100.918766,15.565548812007767,112596.33642816044,9954486.557963856,103722.46955178154,1.0,0.2,0.2,1.0,6.831636768554896,94.22317323191902,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
marikina,Marikina,NCR,2029,246756.3682968842,415828679.5759087,15.144246530283054,113024.00731893728,10081891.702921618,104028.88722483849,1.0,0.2,0.2,1.0,6.831636768554896,94.22317323191902,High,3.0,High (NOAH): deep/fast flooding; >1.5 m depth or dangerous depthxvelocity.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: High | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
muntinlupa,Muntinlupa,NCR,2024,236601.1090121588,380720786.2901936,51.16886931898224,146924.80342128355,27975692.52144857,132792.65023755713,0.6,0.2,0.2,1.0,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: Medium | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
muntinlupa,Muntinlupa,NCR,2025,238598.1624837792,387742364.9473362,49.81491371982449,147482.86297765715,28351388.845991872,133184.94724958058,0.6,0.2,0.2,1.0,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: Medium | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
muntinlupa,Muntinlupa,NCR,2026,240612.07226932416,394763943.6044789,48.48883204707978,148043.0421929392,28727419.070458792,133578.4031882868,0.6,0.2,0.2,1.0,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: Medium | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
muntinlupa,Muntinlupa,NCR,2027,242642.9806460661,401785522.2616234,47.190584297373846,148605.3491181593,29103831.785470724,133973.02147738548,0.6,0.2,0.2,1.0,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: Medium | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
muntinlupa,Muntinlupa,NCR,2028,244691.0310921803,408807100.918766,45.920082244912514,149169.79183492658,29480673.74748739,134368.80555070055,0.6,0.2,0.2,1.0,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: Medium | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
muntinlupa,Muntinlupa,NCR,2029,246756.3682968842,415828679.5759087,44.67719414244845,149736.3784555467,29857989.99482776,134765.7588522003,0.6,0.2,0.2,1.0,6.831636768554896,94.22317323191902,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,0.0,Flood: Medium | Surge: Low | Landslide: Low | Fault: nearest fault ~0.0 km
navotas,Navotas,NCR,2024,236601.1090121588,380720786.2901936,75.18272906372168,67091.24532976859,23859242.76031225,58164.3445942025,0.2,0.2,0.2,0.0819672131147541,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,12.2,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~12.2 km
navotas,Navotas,NCR,2025,238598.1624837792,387742364.9473362,73.1933539156954,67346.07575821521,24179657.69926553,58336.174123546094,0.2,0.2,0.2,0.0819672131147541,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,12.2,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~12.2 km
navotas,Navotas,NCR,2026,240612.07226932416,394763943.6044789,71.24493409627709,67601.87410053705,24500357.406838182,58508.51127293353,0.2,0.2,0.2,0.0819672131147541,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,12.2,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~12.2 km
navotas,Navotas,NCR,2027,242642.9806460661,401785522.2616234,69.33741082826698,67858.644033129,24821383.32384282,58681.35754197968,0.2,0.2,0.2,0.0819672131147541,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,12.2,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~12.2 km
navotas,Navotas,NCR,2028,244691.0310921803,408807100.918766,67.47065448097229,68116.38924634976,25142775.32681592,58854.71443472949,0.2,0.2,0.2,0.0819672131147541,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,12.2,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~12.2 km
navotas,Navotas,NCR,2029,246756.3682968842,415828679.5759087,65.64447147736595,68375.11344457511,25464571.82696697,59028.58345967126,0.2,0.2,0.2,0.0819672131147541,6.831636768554896,94.22317323191902,Low,1.0,Low (NOAH): shallow flooding; ~<=0.5 m depth.,Low,1.0,Low (NOAH): generally stable; standard precautions.,Low,1.0,Low (NOAH): minor storm surge potential; shallow inundation.,,12.2,Flood: Low | Surge: Low | Landslide: Low | Fault: nearest fault ~12.2 km
nueva ecija,Nueva Ecija,Region III (Central Luzon),2024,151216.99395108753,2310908201.2535706,12.816302558809978,642412.2111968538,3880100.548240364,610934.8815100556,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
nueva ecija,Nueva Ecija,Region III (Central Luzon),2025,151572.14523803064,2384450378.140533,12.588750558493762,657699.2304500081,3945982.691454042,622242.1961616863,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
nueva ecija,Nueva Ecija,Region III (Central Luzon),2026,151928.13064046146,2457992555.0274963,12.359300126486708,673346.9755078806,4011074.343180965,633756.5459152603,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
nueva ecija,Nueva Ecija,Region III (Central Luzon),2027,152284.95211739992,2531534731.9144287,12.128544599157038,689363.8859027048,4075414.379218891,645481.6800818386,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
nueva ecija,Nueva Ecija,Region III (Central Luzon),2028,152642.61163246777,2605076908.801392,11.897020263672696,705758.5969094025,4139038.837234794,657421.4151123303,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
nueva ecija,Nueva Ecija,Region III (Central Luzon),2029,153001.1111538983,2678619085.6883545,11.665211662050128,722539.9440456135,4201981.197096017,669579.6357860594,0.4,0.2,0.6,0.032288963045359,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (computed): flood index ~ 0.4,Low,1.0,Low (computed): landslide index ~ 0.2,Medium,2.0,Medium (computed): storm surge index ~ 0.6,,,Flood: Medium | Surge: Medium | Landslide: Low
olongapo,Olongapo,Region III (Central Luzon),2024,151216.99395108753,2310908201.2535706,11.935596171824429,74553.89250821441,3880100.548240364,71402.23392114766,0.6,0.2,1.0,0.028735632183908,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,34.8,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~34.8 km
olongapo,Olongapo,Region III (Central Luzon),2025,151572.14523803064,2384450378.140533,11.72368101365752,76327.99762375592,3945982.691454042,72723.76187807193,0.6,0.2,1.0,0.028735632183908,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,34.8,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~34.8 km
olongapo,Olongapo,Region III (Central Luzon),2026,151928.13064046146,2457992555.0274963,11.509997879592902,78143.96606692595,4011074.343180965,74069.4867980871,0.6,0.2,1.0,0.028735632183908,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,34.8,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~34.8 km
olongapo,Olongapo,Region III (Central Luzon),2027,152284.95211739992,2531534731.9144287,11.295099333308968,80002.77727112878,4075414.379218891,75439.84687713439,0.6,0.2,1.0,0.028735632183908,2.9861527451762746,96.10449363872593,Medium,2.0,Medium (NOAH): moderate flooding; ~0.5-1.5 m depth and/or notable flow.,Low,1.0,Low (NOAH): generally stable; standard precautions.,High,3.0,High (NOAH): severe surge; deep/energetic flow (depth or depthxvelocity threshold).,,34.8,Flood: Medium | Surge: High | Landslide: Low | Fault: nearest fault ~34.8 km
