year,month,Region,Province,City,EMP_w,observed,needs_projection,POP15p_n,LF_n,projection_reliance,months_observed
2024,2,Region III (Central Luzon),Pampanga,Angeles City,309406,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Pampanga,Angeles City,388362,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Pampanga,Angeles City,362663,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Pampanga,Angeles City,336089,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Pampanga,Angeles City,345196,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Pampanga,Angeles City,350271,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Pampanga,Angeles City,378034,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Pampanga,Angeles City,350694,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Pampanga,Angeles City,350694,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Pampanga,Angeles City,350694,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Pampanga,Angeles City,350694,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Pampanga,Mabalacat City,134003,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Pampanga,Mabalacat City,75267,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Pampanga,Mabalacat City,33511,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Pampanga,Mabalacat City,99587,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Pampanga,Mabalacat City,52446,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Pampanga,Mabalacat City,361042,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Pampanga,Mabalacat City,200897,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Pampanga,Mabalacat City,166116,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Pampanga,Mabalacat City,140359,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Pampanga,Mabalacat City,140359,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Pampanga,Mabalacat City,140359,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Pampanga,Mabalacat City,140359,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Pampanga,San Fernando City,158414,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Pampanga,San Fernando City,360359,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Pampanga,San Fernando City,143699,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Pampanga,San Fernando City,257887,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Pampanga,San Fernando City,201482,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Pampanga,San Fernando City,263162,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Pampanga,San Fernando City,188566,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Pampanga,San Fernando City,148431,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Pampanga,San Fernando City,215250,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Pampanga,San Fernando City,215250,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Pampanga,San Fernando City,215250,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Pampanga,San Fernando City,215250,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Tarlac,Tarlac City,198515,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Tarlac,Tarlac City,132197,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Tarlac,Tarlac City,41266,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Tarlac,Tarlac City,196456,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Tarlac,Tarlac City,41615,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Tarlac,Tarlac City,35510,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Tarlac,Tarlac City,179828,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Tarlac,Tarlac City,177467,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Tarlac,Tarlac City,125357,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Tarlac,Tarlac City,125357,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Tarlac,Tarlac City,125357,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Tarlac,Tarlac City,125357,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region III (Central Luzon),Zambales,Olongapo City,120200,TRUE,FALSE,,,,
2024,2,Region III (Central Luzon),Zambales,Olongapo City,111825,TRUE,FALSE,,,,
2024,3,Region III (Central Luzon),Zambales,Olongapo City,137042,TRUE,FALSE,,,,
2024,4,Region III (Central Luzon),Zambales,Olongapo City,143824,TRUE,FALSE,,,,
2024,5,Region III (Central Luzon),Zambales,Olongapo City,126784,TRUE,FALSE,,,,
2024,6,Region III (Central Luzon),Zambales,Olongapo City,134352,TRUE,FALSE,,,,
2024,7,Region III (Central Luzon),Zambales,Olongapo City,137421,TRUE,FALSE,,,,
2024,8,Region III (Central Luzon),Zambales,Olongapo City,116420,TRUE,FALSE,,,,
2024,9,Region III (Central Luzon),Zambales,Olongapo City,128484,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region III (Central Luzon),Zambales,Olongapo City,128484,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region III (Central Luzon),Zambales,Olongapo City,128484,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region III (Central Luzon),Zambales,Olongapo City,128484,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Batangas,Batangas City,163479,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Batangas,Batangas City,39086,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Batangas,Batangas City,130336,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Batangas,Batangas City,65890,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Batangas,Batangas City,10473,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Batangas,Batangas City,235574,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Batangas,Batangas City,204280,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Batangas,Batangas City,27125,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Batangas,Batangas City,109530,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Batangas,Batangas City,109530,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Batangas,Batangas City,109530,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Batangas,Batangas City,109530,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Batangas,Lipa City,266721,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Batangas,Lipa City,237207,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Batangas,Lipa City,477998,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Batangas,Lipa City,171284,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Batangas,Lipa City,41573,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Batangas,Lipa City,262601,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Batangas,Lipa City,139392,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Batangas,Lipa City,319622,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Batangas,Lipa City,239550,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Batangas,Lipa City,239550,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Batangas,Lipa City,239550,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Batangas,Lipa City,239550,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Batangas,Tanauan City,69464,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Batangas,Tanauan City,126685,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Batangas,Tanauan City,391035,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Batangas,Tanauan City,94180,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Batangas,Tanauan City,142111,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Batangas,Tanauan City,37640,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Batangas,Tanauan City,14365,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Batangas,Tanauan City,125069,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,9,Region IV-A (CALABARZON),Batangas,Tanauan City,125069,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,10,Region IV-A (CALABARZON),Batangas,Tanauan City,125069,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,11,Region IV-A (CALABARZON),Batangas,Tanauan City,125069,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,12,Region IV-A (CALABARZON),Batangas,Tanauan City,125069,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,1,Region IV-A (CALABARZON),Cavite,Bacoor City,249725,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,Bacoor City,276847,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,Bacoor City,33132,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Cavite,Bacoor City,139484,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,Bacoor City,33543,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,Bacoor City,8146,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Cavite,Bacoor City,298827,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,Bacoor City,81418,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,Bacoor City,140140,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Cavite,Bacoor City,140140,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Cavite,Bacoor City,140140,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Cavite,Bacoor City,140140,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Cavite,Cavite City,38378,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,Cavite City,260477,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,Cavite City,16031,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Cavite,Cavite City,6261,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,Cavite City,17462,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,Cavite City,25975,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Cavite,Cavite City,100595,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,Cavite City,433961,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,Cavite City,112393,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Cavite,Cavite City,112393,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Cavite,Cavite City,112393,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Cavite,Cavite City,112393,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Cavite,City of Carmona,40316,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,City of Carmona,103904,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,City of Carmona,33287,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Cavite,City of Carmona,170558,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,City of Carmona,22670,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,City of Carmona,389395,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Cavite,City of Carmona,34246,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,City of Carmona,170987,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,City of Carmona,120670,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Cavite,City of Carmona,120670,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Cavite,City of Carmona,120670,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Cavite,City of Carmona,120670,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Cavite,Dasmarinas City,231596,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,Dasmarinas City,289026,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,Dasmarinas City,377230,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Cavite,Dasmarinas City,137130,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,Dasmarinas City,377091,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,Dasmarinas City,85536,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Cavite,Dasmarinas City,168915,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,Dasmarinas City,67226,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,Dasmarinas City,216719,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Cavite,Dasmarinas City,216719,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Cavite,Dasmarinas City,216719,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Cavite,Dasmarinas City,216719,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Cavite,General Trias City,187723,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,General Trias City,6960,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,General Trias City,396776,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Cavite,General Trias City,117380,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,General Trias City,358341,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,General Trias City,453262,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Cavite,General Trias City,69492,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,General Trias City,748623,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,General Trias City,292320,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Cavite,General Trias City,292320,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Cavite,General Trias City,292320,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Cavite,General Trias City,292320,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Cavite,Imus City,140805,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,Imus City,52332,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,Imus City,251551,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Cavite,Imus City,260718,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,Imus City,168725,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,Imus City,20944,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Cavite,Imus City,174154,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,Imus City,48221,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,Imus City,139681,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Cavite,Imus City,139681,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Cavite,Imus City,139681,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Cavite,Imus City,139681,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Cavite,Tagaytay City,40741,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,Tagaytay City,8748,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,Tagaytay City,5509,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Cavite,Tagaytay City,25469,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,Tagaytay City,20174,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,Tagaytay City,22148,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,7,Region IV-A (CALABARZON),Cavite,Tagaytay City,52601,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,Tagaytay City,1795,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,Tagaytay City,22148,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,10,Region IV-A (CALABARZON),Cavite,Tagaytay City,22148,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,11,Region IV-A (CALABARZON),Cavite,Tagaytay City,22148,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,12,Region IV-A (CALABARZON),Cavite,Tagaytay City,22148,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,1,Region IV-A (CALABARZON),Cavite,Trece Martires City,93654,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Cavite,Trece Martires City,22880,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Cavite,Trece Martires City,61488,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,4,Region IV-A (CALABARZON),Cavite,Trece Martires City,10317,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Cavite,Trece Martires City,192905,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Cavite,Trece Martires City,61488,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,7,Region IV-A (CALABARZON),Cavite,Trece Martires City,37054,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Cavite,Trece Martires City,12116,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Cavite,Trece Martires City,61488,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,10,Region IV-A (CALABARZON),Cavite,Trece Martires City,61488,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,11,Region IV-A (CALABARZON),Cavite,Trece Martires City,61488,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,12,Region IV-A (CALABARZON),Cavite,Trece Martires City,61488,FALSE,FALSE,,,EMP_w_city_mean_2024,6
2024,1,Region IV-A (CALABARZON),Laguna,Binan City,224967,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Laguna,Binan City,280018,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Laguna,Binan City,58535,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Laguna,Binan City,58634,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Laguna,Binan City,162531,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Laguna,Binan City,479378,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Laguna,Binan City,291657,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Laguna,Binan City,45019,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Laguna,Binan City,200092,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Laguna,Binan City,200092,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Laguna,Binan City,200092,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Laguna,Binan City,200092,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Laguna,Cabuyao City,115022,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Laguna,Cabuyao City,83334,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Laguna,Cabuyao City,198922,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Laguna,Cabuyao City,258481,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Laguna,Cabuyao City,287932,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Laguna,Cabuyao City,369423,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Laguna,Cabuyao City,94890,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Laguna,Cabuyao City,472629,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Laguna,Cabuyao City,235079,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Laguna,Cabuyao City,235079,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Laguna,Cabuyao City,235079,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Laguna,Cabuyao City,235079,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Laguna,Calamba City,331233,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Laguna,Calamba City,54588,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Laguna,Calamba City,84727,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Laguna,Calamba City,250197,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Laguna,Calamba City,316255,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Laguna,Calamba City,132699,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Laguna,Calamba City,362251,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Laguna,Calamba City,363689,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Laguna,Calamba City,236955,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Laguna,Calamba City,236955,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Laguna,Calamba City,236955,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Laguna,Calamba City,236955,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Laguna,San Pablo City,114307,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Laguna,San Pablo City,1874,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Laguna,San Pablo City,246814,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Laguna,San Pablo City,166006,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Laguna,San Pablo City,17562,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Laguna,San Pablo City,109403,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,7,Region IV-A (CALABARZON),Laguna,San Pablo City,86162,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Laguna,San Pablo City,133097,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Laguna,San Pablo City,109403,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,10,Region IV-A (CALABARZON),Laguna,San Pablo City,109403,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,11,Region IV-A (CALABARZON),Laguna,San Pablo City,109403,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,12,Region IV-A (CALABARZON),Laguna,San Pablo City,109403,FALSE,FALSE,,,EMP_w_city_mean_2024,7
2024,1,Region IV-A (CALABARZON),Laguna,San Pedro City,89660,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Laguna,San Pedro City,15072,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Laguna,San Pedro City,9990,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Laguna,San Pedro City,194384,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Laguna,San Pedro City,8186,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Laguna,San Pedro City,9328,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Laguna,San Pedro City,23967,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Laguna,San Pedro City,5203,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Laguna,San Pedro City,44474,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Laguna,San Pedro City,44474,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Laguna,San Pedro City,44474,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Laguna,San Pedro City,44474,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Laguna,Santa Rosa City,198385,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Laguna,Santa Rosa City,220926,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Laguna,Santa Rosa City,407843,TRUE,FALSE,,,,
2024,4,Region IV-A (CALABARZON),Laguna,Santa Rosa City,180404,TRUE,FALSE,,,,
2024,5,Region IV-A (CALABARZON),Laguna,Santa Rosa City,189986,TRUE,FALSE,,,,
2024,6,Region IV-A (CALABARZON),Laguna,Santa Rosa City,305301,TRUE,FALSE,,,,
2024,7,Region IV-A (CALABARZON),Laguna,Santa Rosa City,164982,TRUE,FALSE,,,,
2024,8,Region IV-A (CALABARZON),Laguna,Santa Rosa City,219772,TRUE,FALSE,,,,
2024,9,Region IV-A (CALABARZON),Laguna,Santa Rosa City,235950,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,10,Region IV-A (CALABARZON),Laguna,Santa Rosa City,235950,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,11,Region IV-A (CALABARZON),Laguna,Santa Rosa City,235950,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,12,Region IV-A (CALABARZON),Laguna,Santa Rosa City,235950,FALSE,FALSE,,,EMP_w_city_mean_2024,8
2024,1,Region IV-A (CALABARZON),Quezon,Lucena City,119118,TRUE,FALSE,,,,
2024,2,Region IV-A (CALABARZON),Quezon,Lucena City,120983,TRUE,FALSE,,,,
2024,3,Region IV-A (CALABARZON),Quezon,Lucena City,142492,TRUE,FALSE,,,,
