Region,Province,City,Risk_Gate,Risk_Gate_Reasons,Fault_Distance_km,Nearest_Fault_Name,Flood_Level_Num,StormSurge_Level_Num,Landslide_Level_Num,events_50km,events_50km_per_year,m5plus_50km,avg_mag_50km,avg_depth_km_50km,EarthquakeRisk,HydroMean,Landslide_Score,HazardScore,HazardSafetyIndex,Flood_Level_Tip,StormSurge_Level_Tip,Landslide_Level_Tip,Risk_Gate_Tip,Risk_Gate_Reasons_ASCII
Region IV-A (CALABARZON),Cavite,Trece Martires City,REVIEW,Elevated earthquake activity: events/yr ≥ 140 (=160.0),15.0,Valley Fault System,1,1,1,1485,160,1,2.26,50.19,0.6741598176412094,0.3333333333333333,0.3333333333333333,0.4696639270564837,0.5303360729435163,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Elevated earthquake activity: events/yr  140 (=160.0)
Region IV-A (CALABARZON),Laguna,Binan City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,1.1,Valley Fault System,2,1,1,1033,132,0,2.34,20.14,0.86269865170963,0.5,0.3333333333333333,0.6117461273505187,0.3882538726494813,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Laguna,Cabuyao City,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Valley Fault System,1,1,1,1009,128,0,2.35,19.92,0.8739880681829493,0.3333333333333333,0.3333333333333333,0.5495952272731797,0.4504047727268203,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region IV-A (CALABARZON),Laguna,Calamba City,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer); High hydro hazard: Flood L3,0.0,Valley Fault System,3,1,1,1096,139,0,2.33,20.76,0.8740709920080125,0.6666666666666666,0.3333333333333333,0.6829617301365383,0.3170382698634617,Flood Level 3 (High): above 1.5 m or high-velocity flow; avoid or elevate site significantly.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer); High hydro hazard: Flood L3
Region IV-A (CALABARZON),Laguna,San Pablo City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,26.6,Valley Fault System,1,1,1,941,120,0,2.32,20.12,0.6016265540809866,0.3333333333333333,0.3333333333333333,0.4406506216323946,0.5593493783676053,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Laguna,San Pedro City,REVIEW,Active fault trace crosses city — micro-siting required (avoid rupture buffer),0.0,Valley Fault System,2,1,1,828,105,0,2.35,19.14,0.860275489478542,0.5,0.3333333333333333,0.6107768624580835,0.3892231375419165,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",Active fault trace crosses city  micro-siting required (avoid rupture buffer)
Region IV-A (CALABARZON),Laguna,Santa Rosa City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,1.7,Valley Fault System,2,1,1,904,115,0,2.35,19.14,0.8502852930900661,0.5,0.3333333333333333,0.6067807839026931,0.3932192160973069,Flood Level 2 (Medium): 0.5 to 1.5 m or stronger flow; design for raised floors and drainage.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Quezon,Lucena City,REVIEW,High hydro hazard: Flood L3,9.7,Unnamed Fault,3,1,1,223,24,0,2.21,17.75,0.6755972296891307,0.6666666666666666,0.3333333333333333,0.6035722252089857,0.3964277747910143,Flood Level 3 (High): above 1.5 m or high-velocity flow; avoid or elevate site significantly.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,"REVIEW: see Risk_Gate_Reasons_ASCII for specific triggers (fault crossing or <=1 km, hydro L3, high quake activity).",High hydro hazard: Flood L3
Region IV-A (CALABARZON),Quezon,Tayabas City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,2.2,Unnamed Fault,1,1,1,205,26,0,2.15,20.06,0.7288083239652776,0.3333333333333333,0.3333333333333333,0.491523329586111,0.508476670413889,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
Region IV-A (CALABARZON),Rizal,Antipolo City,PASS,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds,4.0,Valley Fault System,1,1,1,194,25,0,2.05,20.23,0.6818326592730161,0.3333333333333333,0.3333333333333333,0.4727330637092064,0.5272669362907936,Flood Level 1 (Low): up to 0.5 m; usually minor. Depth and velocity are both low.,Storm Surge 1 (Low): 0.2 to 0.5 m and low depth x velocity (<0.5 m2/s).,Landslide 1 (Low): build only with ongoing monitoring and good drainage.,PASS: fault distance > 1 km; all hazards below Level 3; quake metrics below review thresholds.,Fault distance > 1 km; hydro hazards < Level 3; quake frequency/severity below REVIEW thresholds
