Region,Province,City,Year,DEM_households_single_duplex,DEM_units_single_duplex,demand_growth_rate,demand_growth_basis,demand_geo_source,demand_projection_method
Region III (Central Luzon),Pampanga,Mabalacat City,2024,597137.0,561482.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Mabalacat City,2025,614218.2872060591,577543.364984974,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Mabalacat City,2026,631788.1898766026,594064.1702461824,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Mabalacat City,2027,649860.6850069972,611057.5582137747,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Mabalacat City,2028,668450.1494088527,628537.0472611501,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,Mabalacat City,2029,687571.3711468888,646516.5424589289,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,San Fernando City,2024,597137.0,561482.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,San Fernando City,2025,614218.2872060591,577543.364984974,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,San Fernando City,2026,631788.1898766026,594064.1702461824,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,San Fernando City,2027,649860.6850069972,611057.5582137747,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,San Fernando City,2028,668450.1494088527,628537.0472611501,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Pampanga,San Fernando City,2029,687571.3711468888,646516.5424589289,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Tarlac,Tarlac City,2024,390605.0,380612.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Tarlac,Tarlac City,2025,401778.37594073504,391499.52310788404,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Tarlac,Tarlac City,2026,413271.36973048124,402698.4871567387,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Tarlac,Tarlac City,2027,425093.1241359322,414217.8010102928,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Tarlac,Tarlac City,2028,437253.0434554296,426066.6283730571,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Tarlac,Tarlac City,2029,449760.80100015656,438254.3950801234,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Zambales,Olongapo City,2024,56069.0,54070.0,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Zambales,Olongapo City,2025,57672.870958183004,55616.68894949,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Zambales,Olongapo City,2026,59322.62113751322,57207.62141121368,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Zambales,Olongapo City,2027,61019.56292719648,58844.06298442122,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Zambales,Olongapo City,2028,62765.04625773476,60527.31547121793,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region III (Central Luzon),Zambales,Olongapo City,2029,64560.459674806465,62258.717912157976,0.028605307,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Batangas City,2024,725868.0,683399.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Batangas City,2025,747584.757634572,703845.1561202711,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Batangas City,2026,769951.2443688685,724903.0270661337,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Batangas City,2027,792986.8990118556,746590.9143229942,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Batangas City,2028,816711.7419491821,768927.6669261203,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Batangas City,2029,841146.3925429808,791932.6978424184,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Lipa City,2024,725868.0,683399.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Lipa City,2025,747584.757634572,703845.1561202711,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Lipa City,2026,769951.2443688685,724903.0270661337,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Lipa City,2027,792986.8990118556,746590.9143229942,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Lipa City,2028,816711.7419491821,768927.6669261203,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Lipa City,2029,841146.3925429808,791932.6978424184,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Tanauan City,2024,725868.0,683399.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Tanauan City,2025,747584.757634572,703845.1561202711,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Tanauan City,2026,769951.2443688685,724903.0270661337,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Tanauan City,2027,792986.8990118556,746590.9143229942,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Tanauan City,2028,816711.7419491821,768927.6669261203,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Batangas,Tanauan City,2029,841146.3925429808,791932.6978424184,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Bacoor City,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Bacoor City,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Bacoor City,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Bacoor City,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Bacoor City,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Bacoor City,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Cavite City,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Cavite City,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Cavite City,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Cavite City,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Cavite City,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Cavite City,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,City of Carmona,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,City of Carmona,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,City of Carmona,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,City of Carmona,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,City of Carmona,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,City of Carmona,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Dasmarinas City,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Dasmarinas City,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Dasmarinas City,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Dasmarinas City,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Dasmarinas City,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Dasmarinas City,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,General Trias City,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,General Trias City,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,General Trias City,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,General Trias City,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,General Trias City,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,General Trias City,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Imus City,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Imus City,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Imus City,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Imus City,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Imus City,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Imus City,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Tagaytay City,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Tagaytay City,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Tagaytay City,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Tagaytay City,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Tagaytay City,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Tagaytay City,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Trece Martires City,2024,864047.0,812280.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Trece Martires City,2025,889897.842417463,836582.06028012,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Trece Martires City,2026,916522.098843299,861611.1975950786,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Trece Martires City,2027,943942.9085322632,887389.1648748121,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Trece Martires City,2028,972184.1030269483,913938.3658605719,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Cavite,Trece Martires City,2029,1001270.2268698786,941281.874576111,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Binan City,2024,764906.0,703478.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Binan City,2025,787790.709362074,724524.886248262,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Binan City,2026,811360.090987912,746201.4601637252,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Binan City,2027,835634.6291275582,768526.5609491839,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Binan City,2028,860635.4208855894,791519.5914449,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Binan City,2029,886384.1945566981,815200.5349916943,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Cabuyao City,2024,764906.0,703478.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Cabuyao City,2025,787790.709362074,724524.886248262,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Cabuyao City,2026,811360.090987912,746201.4601637252,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Cabuyao City,2027,835634.6291275582,768526.5609491839,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Cabuyao City,2028,860635.4208855894,791519.5914449,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Cabuyao City,2029,886384.1945566981,815200.5349916943,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Calamba City,2024,764906.0,703478.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Calamba City,2025,787790.709362074,724524.886248262,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Calamba City,2026,811360.090987912,746201.4601637252,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Calamba City,2027,835634.6291275582,768526.5609491839,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Calamba City,2028,860635.4208855894,791519.5914449,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Calamba City,2029,886384.1945566981,815200.5349916943,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pablo City,2024,764906.0,703478.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pablo City,2025,787790.709362074,724524.886248262,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pablo City,2026,811360.090987912,746201.4601637252,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pablo City,2027,835634.6291275582,768526.5609491839,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pablo City,2028,860635.4208855894,791519.5914449,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pablo City,2029,886384.1945566981,815200.5349916943,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pedro City,2024,764906.0,703478.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pedro City,2025,787790.709362074,724524.886248262,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pedro City,2026,811360.090987912,746201.4601637252,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pedro City,2027,835634.6291275582,768526.5609491839,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pedro City,2028,860635.4208855894,791519.5914449,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,San Pedro City,2029,886384.1945566981,815200.5349916943,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Santa Rosa City,2024,764906.0,703478.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Santa Rosa City,2025,787790.709362074,724524.886248262,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Santa Rosa City,2026,811360.090987912,746201.4601637252,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Santa Rosa City,2027,835634.6291275582,768526.5609491839,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Santa Rosa City,2028,860635.4208855894,791519.5914449,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Laguna,Santa Rosa City,2029,886384.1945566981,815200.5349916943,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Lucena City,2024,69567.0,66242.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Lucena City,2025,71648.32839354301,68223.849949618,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Lucena City,2026,73791.92665472107,70264.99353805732,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Lucena City,2027,75999.65779392088,72367.20473191178,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Lucena City,2028,78273.44055968682,74532.31057189147,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Lucena City,2029,80615.25110631347,76762.1927607115,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),city,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Tayabas City,2024,528232.0,505959.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Tayabas City,2025,544035.818764328,521096.447822511,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Tayabas City,2026,560312.4613779036,536686.7827891962,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Tayabas City,2027,577076.0739402075,552743.554526635,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Tayabas City,2028,594341.2257783789,569280.7180435923,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Quezon,Tayabas City,2029,612122.9221094798,586312.6458593768,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Rizal,Antipolo City,2024,731821.0,695770.0,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Rizal,Antipolo City,2025,753715.861447109,716586.27576833,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Rizal,Antipolo City,2026,776265.7805624021,738025.3397236518,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Rizal,Antipolo City,2027,799490.3555767098,760105.8246478407,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Rizal,Antipolo City,2028,823409.7710671808,782846.920784471,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
Region IV-A (CALABARZON),Rizal,Antipolo City,2029,848044.8154997835,806268.3925171378,0.029918329,PSA Occupied Housing Units CAGR (2015-2020),province,psa_occ_units_cagr_2015_2020_continued
