Region,Region_slug,Province,Area_display,Area_slug,Area_level,Year,Month,Employed,Weight
NCR,ncr,,,,city/municipality,2023,12,,4245.6356
NCR,ncr,,,,city/municipality,2023,12,0.0,4173.8141
NCR,ncr,,,,city/municipality,2023,12,0.0,4173.8141
NCR,ncr,,,,city/municipality,2023,12,0.0,3761.6373
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,4880.9753
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,3325.5744
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,4173.8141
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,7039.2858
NCR,ncr,,,,city/municipality,2023,12,0.0,4880.9753
NCR,ncr,NCR,Mandaluyong,mandaluyong,city/municipality,2023,12,1.0,4173.8141
NCR,ncr,,,,city/municipality,2023,12,0.0,3325.5744
NCR,ncr,,,,city/municipality,2023,12,0.0,3761.6373
NCR,ncr,,,,city/municipality,2023,12,0.0,4143.2977
NCR,ncr,,,,city/municipality,2023,12,0.0,5126.1601
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,4880.9753
NCR,ncr,City Of Manila,Santa Cruz,santa-cruz,city/municipality,2023,12,1.0,4880.9753
NCR,ncr,,,,city/municipality,2023,12,0.0,4245.6356
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4245.6356
NCR,ncr,,,,city/municipality,2023,12,0.0,3761.6373
NCR,ncr,,,,city/municipality,2023,12,0.0,4917.4025
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,2831.0699
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4235.7796
NCR,ncr,,,,city/municipality,2023,12,0.0,3266.4033
NCR,ncr,,,,city/municipality,2023,12,0.0,4003.8397
NCR,ncr,,,,city/municipality,2023,12,0.0,4003.8397
NCR,ncr,,,,city/municipality,2023,12,0.0,3974.5661
NCR,ncr,City Of Manila,Port Area,port-area,city/municipality,2023,12,1.0,4235.7796
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,3266.4033
NCR,ncr,,,,city/municipality,2023,12,0.0,3974.5661
NCR,ncr,,,,city/municipality,2023,12,0.0,3608.4485
NCR,ncr,,,,city/municipality,2023,12,0.0,3974.5661
NCR,ncr,,,,city/municipality,2023,12,0.0,4235.7796
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4072.7364
NCR,ncr,,,,city/municipality,2023,12,,3608.4485
NCR,ncr,,,,city/municipality,2023,12,,3608.4485
NCR,ncr,,,,city/municipality,2023,12,0.0,3608.4485
NCR,ncr,,,,city/municipality,2023,12,0.0,4917.4025
NCR,ncr,,,,city/municipality,2023,12,0.0,2831.0699
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4072.7364
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4003.8397
NCR,ncr,,,,city/municipality,2023,12,0.0,4003.8397
NCR,ncr,,,,city/municipality,2023,12,0.0,3190.1437
NCR,ncr,,,,city/municipality,2023,12,0.0,3608.4485
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4917.4025
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4912.7736
NCR,ncr,,,,city/municipality,2023,12,0.0,3687.6934
NCR,ncr,,,,city/municipality,2023,12,0.0,4912.7736
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,3266.4033
NCR,ncr,NCR,San Juan,san-juan,city/municipality,2023,12,1.0,3687.6934
NCR,ncr,,,,city/municipality,2023,12,0.0,4912.7736
NCR,ncr,NCR,San Juan,san-juan,city/municipality,2023,12,1.0,3779.9273
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,2831.0699
NCR,ncr,,,,city/municipality,2023,12,0.0,4912.7736
NCR,ncr,,,,city/municipality,2023,12,0.0,2831.0699
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,4235.7796
NCR,ncr,,,,city/municipality,2023,12,0.0,4072.7364
NCR,ncr,,,,city/municipality,2023,12,0.0,3190.1437
NCR,ncr,,,,city/municipality,2023,12,0.0,3190.1437
NCR,ncr,,,,city/municipality,2023,12,0.0,3190.1437
NCR,ncr,,,,city/municipality,2023,12,0.0,3974.5661
NCR,ncr,,,,city/municipality,2023,12,0.0,3608.4485
NCR,ncr,,,,city/municipality,2023,12,0.0,4072.7364
NCR,ncr,City Of Manila,Tondo I/Ii,tondo-i-ii,city/municipality,2023,12,1.0,6752.618
NCR,ncr,,,,city/municipality,2023,12,0.0,3190.1437
NCR,ncr,,,,city/municipality,2023,12,0.0,3190.1437
NCR,ncr,,,,city/municipality,2023,12,0.0,3190.1437
NCR,ncr,,,,city/municipality,2023,12,0.0,3974.5661
NCR,ncr,,,,city/municipality,2023,12,0.0,3608.4485
NCR,ncr,,,,city/municipality,2023,12,0.0,3608.4485
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1762.2585
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,975.7568
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1160.0339
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1280.2179
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,975.7568
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,944.7139
NCR,ncr,,,,city/municipality,2023,12,0.0,1059.9092
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1160.0339
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,1634.7971
NCR,ncr,,,,city/municipality,2023,12,0.0,944.7139
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,975.7568
NCR,ncr,City Of Manila,Quiapo,quiapo,city/municipality,2023,12,1.0,944.7139
NCR,ncr,,,,city/municipality,2023,12,0.0,2174.4479
NCR,ncr,,,,city/municipality,2023,12,0.0,2174.4479
NCR,ncr,,,,city/municipality,2023,12,0.0,2174.4479
NCR,ncr,,,,city/municipality,2023,12,0.0,1473.0676
NCR,ncr,,,,city/municipality,2023,12,0.0,1521.0803
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,975.7568
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1671.9406
NCR,ncr,,,,city/municipality,2023,12,0.0,1671.9406
NCR,ncr,,,,city/municipality,2023,12,0.0,1381.6302
NCR,ncr,,,,city/municipality,2023,12,0.0,1280.2179
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1133.5077
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1250.9435
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1133.5077
NCR,ncr,NCR,Las Pinas,las-pinas,city/municipality,2023,12,1.0,1250.9435
NCR,ncr,,,,city/municipality,2023,12,0.0,880.4834
NCR,ncr,,,,city/municipality,2023,12,0.0,1107.8533
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1035.6726
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,953.4444
NCR,ncr,,,,city/municipality,2023,12,0.0,1350.0368
NCR,ncr,,,,city/municipality,2023,12,0.0,1350.0368
NCR,ncr,,,,city/municipality,2023,12,,1250.9435
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1439.3834
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,953.4444
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1133.5077
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1250.9435
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,953.4444
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,880.4834
NCR,ncr,,,,city/municipality,2023,12,0.0,880.4834
NCR,ncr,,,,city/municipality,2023,12,0.0,1107.8533
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,923.1114
NCR,ncr,,,,city/municipality,2023,12,0.0,1350.0368
NCR,ncr,,,,city/municipality,2023,12,0.0,1350.0368
NCR,ncr,,,,city/municipality,2023,12,0.0,2124.7254
NCR,ncr,,,,city/municipality,2023,12,0.0,1350.0368
NCR,ncr,,,,city/municipality,2023,12,,2124.7254
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1721.9615
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1597.4147
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1633.7088
NCR,ncr,,,,city/municipality,2023,12,0.0,1350.0368
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1250.9435
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,923.1114
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,953.4444
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1107.8533
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1597.4147
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,923.1114
NCR,ncr,,,,city/municipality,2023,12,0.0,2124.7254
NCR,ncr,,,,city/municipality,2023,12,0.0,2124.7254
NCR,ncr,,,,city/municipality,2023,12,,2124.7254
NCR,ncr,Rizal,San Mateo,san-mateo,city/municipality,2023,12,1.0,923.1114
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,953.4444
NCR,ncr,,,,city/municipality,2023,12,0.0,1350.0368
NCR,ncr,,,,city/municipality,2023,12,0.0,2124.7254
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1133.5077
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1486.2982
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1167.1507
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1682.1979
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,906.6165
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1140.7348
NCR,ncr,,,,city/municipality,2023,12,0.0,906.6165
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,981.743
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1644.8266
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1644.8266
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1682.1979
NCR,ncr,,,,city/municipality,2023,12,0.0,906.6165
NCR,ncr,,,,city/municipality,2023,12,0.0,1390.1064
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,950.5097
NCR,ncr,,,,city/municipality,2023,12,,1644.8266
NCR,ncr,,,,city/municipality,2023,12,0.0,950.5097
NCR,ncr,,,,city/municipality,2023,12,0.0,1530.4121
NCR,ncr,,,,city/municipality,2023,12,0.0,1066.4117
NCR,ncr,,,,city/municipality,2023,12,0.0,1066.4117
NCR,ncr,,,,city/municipality,2023,12,0.0,1773.0699
NCR,ncr,,,,city/municipality,2023,12,0.0,1066.4117
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,950.5097
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1482.1048
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1288.072
NCR,ncr,,,,city/municipality,2023,12,0.0,1066.4117
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1167.1507
NCR,ncr,,,,city/municipality,2023,12,0.0,2187.7881
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1482.1048
NCR,ncr,,,,city/municipality,2023,12,0.0,1530.4121
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,950.5097
NCR,ncr,NCR,Mandaluyong,mandaluyong,city/municipality,2023,12,1.0,981.743
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,950.5097
NCR,ncr,,,,city/municipality,2023,12,0.0,1066.4117
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,950.5097
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,981.743
NCR,ncr,,,,city/municipality,2023,12,0.0,1390.1064
NCR,ncr,,,,city/municipality,2023,12,,1390.1064
NCR,ncr,,,,city/municipality,2023,12,0.0,1530.4121
NCR,ncr,,,,city/municipality,2023,12,0.0,1493.085
NCR,ncr,,,,city/municipality,2023,12,,1445.9559
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,957.798
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,884.5039
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1112.912
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1641.1687
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1604.7088
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1641.1687
NCR,ncr,,,,city/municipality,2023,12,0.0,1356.2014
NCR,ncr,,,,city/municipality,2023,12,0.0,1445.9559
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1256.6556
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,927.3266
NCR,ncr,,,,city/municipality,2023,12,0.0,884.5039
NCR,ncr,,,,city/municipality,2023,12,0.0,1112.912
NCR,ncr,,,,city/municipality,2023,12,0.0,884.5039
NCR,ncr,,,,city/municipality,2023,12,0.0,1356.2014
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1138.6836
NCR,ncr,,,,city/municipality,2023,12,0.0,1256.6556
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,884.5039
NCR,ncr,,,,city/municipality,2023,12,0.0,1112.912
NCR,ncr,,,,city/municipality,2023,12,0.0,884.5039
NCR,ncr,,,,city/municipality,2023,12,0.0,2134.4274
NCR,ncr,,,,city/municipality,2023,12,0.0,1040.4017
NCR,ncr,,,,city/municipality,2023,12,0.0,884.5039
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1112.912
NCR,ncr,,,,city/municipality,2023,12,,1356.2014
NCR,ncr,,,,city/municipality,2023,12,0.0,1724.4186
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1109.4342
NCR,ncr,,,,city/municipality,2023,12,0.0,1109.4342
NCR,ncr,,,,city/municipality,2023,12,0.0,1037.1505
NCR,ncr,Tarlac,Capas,capas,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,954.8049
NCR,ncr,,,,city/municipality,2023,12,0.0,1109.4342
NCR,ncr,,,,city/municipality,2023,12,0.0,1037.1505
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1441.4373
NCR,ncr,,,,city/municipality,2023,12,0.0,1488.4191
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,924.4287
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,924.4287
NCR,ncr,,,,city/municipality,2023,12,0.0,1109.4342
NCR,ncr,,,,city/municipality,2023,12,0.0,1109.4342
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1252.7285
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1441.4373
NCR,ncr,,,,city/municipality,2023,12,0.0,1037.1505
NCR,ncr,,,,city/municipality,2023,12,0.0,1109.4342
NCR,ncr,NCR,Paranaque,paranaque,city/municipality,2023,12,1.0,924.4287
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,924.4287
NCR,ncr,City Of Manila,San Miguel,san-miguel,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Pasay City,pasay-city,city/municipality,2023,12,1.0,924.4287
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Valenzuela,valenzuela,city/municipality,2023,12,1.0,1599.6941
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,924.4287
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,924.4287
NCR,ncr,,,,city/municipality,2023,12,,1351.9633
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1488.4191
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1599.6941
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,924.4287
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,924.4287
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1252.7285
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1135.1252
NCR,ncr,,,,city/municipality,2023,12,0.0,1351.9633
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1252.7285
NCR,ncr,,,,city/municipality,2023,12,0.0,881.7398
NCR,ncr,,,,city/municipality,2023,12,0.0,1109.4342
NCR,ncr,,,,city/municipality,2023,12,0.0,2127.7573
NCR,ncr,,,,city/municipality,2023,12,0.0,2127.7573
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1135.1252
NCR,ncr,,,,city/municipality,2023,12,0.0,1599.6941
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1441.4373
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1488.4191
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,954.8049
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,924.4287
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1037.1505
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1636.0401
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1636.0401
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1488.4191
NCR,ncr,,,,city/municipality,2023,12,0.0,1724.4186
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1252.7285
NCR,ncr,,,,city/municipality,2023,12,0.0,881.7398
NCR,ncr,,,,city/municipality,2023,12,0.0,1109.4342
NCR,ncr,NCR,Taguig,taguig,city/municipality,2023,12,1.0,1142.0597
NCR,ncr,,,,city/municipality,2023,12,,1532.1896
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,907.6694
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,907.6694
NCR,ncr,,,,city/municipality,2023,12,0.0,1067.6503
NCR,ncr,,,,city/municipality,2023,12,0.0,1483.8262
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1067.6503
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,982.8832
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,951.6137
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,2190.329
NCR,ncr,,,,city/municipality,2023,12,0.0,1532.1896
NCR,ncr,,,,city/municipality,2023,12,0.0,1775.1292
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,,2190.329
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,951.6137
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,982.8832
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1646.7369
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1684.1517
NCR,ncr,,,,city/municipality,2023,12,,2190.329
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1142.0597
NCR,ncr,,,,city/municipality,2023,12,0.0,1142.0597
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1483.8262
NCR,ncr,,,,city/municipality,2023,12,0.0,1067.6503
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,982.8832
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,907.6694
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1646.7369
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1684.1517
NCR,ncr,,,,city/municipality,2023,12,0.0,1142.0597
NCR,ncr,,,,city/municipality,2023,12,0.0,2190.329
NCR,ncr,,,,city/municipality,2023,12,,2190.329
NCR,ncr,Rizal,San Mateo,san-mateo,city/municipality,2023,12,1.0,1142.0597
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,907.6694
NCR,ncr,,,,city/municipality,2023,12,,1391.721
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1168.5062
NCR,ncr,,,,city/municipality,2023,12,0.0,1684.1517
NCR,ncr,,,,city/municipality,2023,12,0.0,2190.329
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,951.6137
NCR,ncr,,,,city/municipality,2023,12,0.0,1142.0597
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1775.1292
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1067.6503
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,951.6137
NCR,ncr,,,,city/municipality,2023,12,0.0,1142.0597
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1168.5062
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1646.7369
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1289.568
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,951.6137
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1168.5062
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1684.1517
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,982.8832
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,951.6137
NCR,ncr,,,,city/municipality,2023,12,0.0,2190.329
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1168.5062
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1289.568
NCR,ncr,,,,city/municipality,2023,12,0.0,1168.5062
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1646.7369
NCR,ncr,,,,city/municipality,2023,12,,2190.329
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1646.7369
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1684.1517
NCR,ncr,,,,city/municipality,2023,12,0.0,1142.0597
NCR,ncr,,,,city/municipality,2023,12,0.0,2190.329
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1483.8262
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1142.0597
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,982.8832
NCR,ncr,,,,city/municipality,2023,12,0.0,907.6694
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,982.8832
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,951.6137
NCR,ncr,,,,city/municipality,2023,12,0.0,2190.329
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1067.6503
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,982.8832
NCR,ncr,NCR,Makati,makati,city/municipality,2023,12,1.0,951.6137
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,982.8832
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,982.8832
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,951.6137
NCR,ncr,,,,city/municipality,2023,12,0.0,1391.721
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1168.5062
NCR,ncr,,,,city/municipality,2023,12,0.0,1289.568
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,951.6137
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1646.7369
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1478.1541
NCR,ncr,,,,city/municipality,2023,12,0.0,1127.2968
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1244.089
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1244.089
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1588.6617
NCR,ncr,NCR,Pasig,pasig,city/municipality,2023,12,1.0,1624.757
NCR,ncr,,,,city/municipality,2023,12,0.0,2113.0831
NCR,ncr,,,,city/municipality,2023,12,0.0,2113.0831
NCR,ncr,,,,city/municipality,2023,12,,1342.6394
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1029.9977
NCR,ncr,NCR,Quezon City,quezon-city,city/municipality,2023,12,1.0,1588.6617
NCR,ncr,NCR,Marikina,marikina,city/municipality,2023,12,1.0,1624.757
NCR,ncr,,,,city/municipality,2023,12,0.0,1101.7829
NCR,ncr,,,,city/municipality,2023,12,0.0,2113.0831
NCR,ncr,,,,city/municipality,2023,12,,1342.6394
NCR,ncr,,,,city/municipality,2023,12,,1342.6394
