RDMD_ID,Region,Household Unique Sequential Number,Final Weight Based on Projection (provincial projections),Survey Month,Survey Year,Psu Number,Household Size,C09-Work Indicator,"C11 - Location of Work (Province, Municipality)"
9798,5,2469,1436.5824,12,2023,524,4,1,1609
9799,5,2469,1918.4846,12,2023,524,4,1,1609
9800,5,2469,1729.0597,12,2023,524,4,2,N/A
9801,5,2469,2459.5131,12,2023,524,4,N/A,N/A
9802,5,2470,1436.5824,12,2023,524,5,1,1609
9803,5,2470,1392.994,12,2023,524,5,2,N/A
9804,5,2470,1747.2878,12,2023,524,5,2,N/A
9805,5,2470,1747.2878,12,2023,524,5,2,N/A
9806,5,2470,2459.5131,12,2023,524,5,2,N/A
9807,5,2471,1434.9007,12,2023,524,4,1,1609
9808,5,2471,1377.1669,12,2023,524,4,1,1609
9809,5,2471,1918.4846,12,2023,524,4,2,N/A
9810,5,2471,2459.5131,12,2023,524,4,N/A,N/A
9811,5,2472,2210.7993,12,2023,524,5,1,1609
9812,5,2472,1918.4846,12,2023,524,5,2,N/A
9813,5,2472,2459.5131,12,2023,524,5,2,N/A
9814,5,2472,1729.0597,12,2023,524,5,N/A,N/A
9815,5,2472,2459.5131,12,2023,524,5,N/A,N/A
9816,5,2473,1436.5824,12,2023,524,5,1,1609
9817,5,2473,1377.1669,12,2023,524,5,1,1609
9818,5,2473,1729.0597,12,2023,524,5,2,N/A
9819,5,2473,1729.0597,12,2023,524,5,N/A,N/A
9820,5,2473,1747.2878,12,2023,524,5,2,N/A
9821,5,2474,1436.5824,12,2023,524,4,1,1609
9822,5,2474,1392.994,12,2023,524,4,2,N/A
9823,5,2474,2459.5131,12,2023,524,4,2,N/A
9824,5,2474,2459.5131,12,2023,524,4,2,N/A
9825,5,2475,1434.9007,12,2023,524,6,1,1609
9826,5,2475,1377.1669,12,2023,524,6,1,1609
9827,5,2475,1747.2878,12,2023,524,6,2,N/A
9828,5,2475,1529.6044,12,2023,524,6,2,N/A
9829,5,2475,1747.2878,12,2023,524,6,2,N/A
9830,5,2475,2459.5131,12,2023,524,6,2,N/A
9831,5,2476,5792.715,12,2023,1308,2,1,1716
9832,5,2476,4634.34,12,2023,1308,2,1,1716
9833,5,2477,4841.1097,12,2023,1308,7,1,1716
9834,5,2477,6261.7456,12,2023,1308,7,1,1716
9835,5,2477,7399.4195,12,2023,1308,7,1,1716
9836,5,2477,6058.6201,12,2023,1308,7,2,N/A
9837,5,2477,5670.8759,12,2023,1308,7,2,N/A
9838,5,2477,5670.8759,12,2023,1308,7,1,1716
9839,5,2477,5670.8759,12,2023,1308,7,2,N/A
9840,5,2478,3487.1752,12,2023,1308,11,1,1716
9841,5,2478,4634.34,12,2023,1308,11,2,N/A
9842,5,2478,7399.4195,12,2023,1308,11,1,1716
9843,5,2478,5670.8759,12,2023,1308,11,1,1716
9844,5,2478,5920.1758,12,2023,1308,11,2,N/A
9845,5,2478,5920.1758,12,2023,1308,11,2,N/A
9846,5,2478,5803.2956,12,2023,1308,11,2,N/A
9847,5,2478,5228.2723,12,2023,1308,11,2,N/A
9848,5,2478,5803.2956,12,2023,1308,11,2,N/A
9849,5,2478,5803.2956,12,2023,1308,11,N/A,N/A
9850,5,2478,5803.2956,12,2023,1308,11,N/A,N/A
9851,5,2479,5792.715,12,2023,1308,5,1,1716
9852,5,2479,6058.6201,12,2023,1308,5,1,1716
9853,5,2479,5803.2956,12,2023,1308,5,2,N/A
9854,5,2479,5803.2956,12,2023,1308,5,2,N/A
9855,5,2479,5228.2723,12,2023,1308,5,2,N/A
9856,5,2480,6058.6201,12,2023,1308,4,1,1716
9857,5,2480,5228.2723,12,2023,1308,4,2,N/A
9858,5,2480,5803.2956,12,2023,1308,4,2,N/A
9859,5,2480,5228.2723,12,2023,1308,4,N/A,N/A
9860,5,2481,6058.6201,12,2023,1308,6,2,N/A
9861,5,2481,5228.2723,12,2023,1308,6,2,N/A
9862,5,2481,5803.2956,12,2023,1308,6,2,N/A
9863,5,2481,5228.2723,12,2023,1308,6,2,N/A
9864,5,2481,5228.2723,12,2023,1308,6,N/A,N/A
9865,5,2481,5803.2956,12,2023,1308,6,N/A,N/A
9866,5,2482,4841.1097,12,2023,1308,3,1,1716
9867,5,2482,4634.34,12,2023,1308,3,2,N/A
9868,5,2482,7399.4195,12,2023,1308,3,1,1716
9869,5,2483,5792.715,12,2023,1308,6,1,1716
9870,5,2483,5515.1799,12,2023,1308,6,1,1716
9871,5,2483,5920.1758,12,2023,1308,6,1,1716
9872,5,2483,5670.8759,12,2023,1308,6,1,1716
9873,5,2483,5920.1758,12,2023,1308,6,2,N/A
9874,5,2483,5803.2956,12,2023,1308,6,2,N/A
9875,5,2484,6261.7456,12,2023,1308,1,1,1716
9876,5,2485,3487.1752,12,2023,1308,6,1,1716
9877,5,2485,5515.1799,12,2023,1308,6,N/A,N/A
9878,5,2485,5670.8759,12,2023,1308,6,2,N/A
9879,5,2485,5670.8759,12,2023,1308,6,2,N/A
9880,5,2485,5228.2723,12,2023,1308,6,2,N/A
9881,5,2485,5920.1758,12,2023,1308,6,2,N/A
9882,5,2486,2489.6807,12,2023,1308,6,2,N/A
9883,5,2486,5515.1799,12,2023,1308,6,2,N/A
9884,5,2486,5803.2956,12,2023,1308,6,2,N/A
9885,5,2486,5228.2723,12,2023,1308,6,N/A,N/A
9886,5,2486,5228.2723,12,2023,1308,6,N/A,N/A
9887,5,2486,5792.715,12,2023,1308,6,N/A,N/A
9888,5,2487,3487.1752,12,2023,1308,10,1,1716
9889,5,2487,4634.34,12,2023,1308,10,1,1716
9890,5,2487,5920.1758,12,2023,1308,10,2,N/A
9891,5,2487,5920.1758,12,2023,1308,10,2,N/A
9892,5,2487,5920.1758,12,2023,1308,10,2,N/A
9893,5,2487,5670.8759,12,2023,1308,10,2,N/A
9894,5,2487,5670.8759,12,2023,1308,10,2,N/A
9895,5,2487,5228.2723,12,2023,1308,10,2,N/A
9896,5,2487,2489.6807,12,2023,1308,10,2,N/A
9897,5,2487,3487.1752,12,2023,1308,10,1,1716
9898,5,2488,4634.34,12,2023,1308,4,1,1716
9899,5,2488,5670.8759,12,2023,1308,4,1,1703
9900,5,2488,5670.8759,12,2023,1308,4,2,N/A
9901,5,2488,5670.8759,12,2023,1308,4,2,N/A
9902,5,2489,3487.1752,12,2023,1308,4,1,6208
9903,5,2489,5920.1758,12,2023,1308,4,1,1724
9904,5,2489,5920.1758,12,2023,1308,4,2,N/A
9905,5,2489,5920.1758,12,2023,1308,4,2,N/A
9906,5,2490,5515.1799,12,2023,1308,6,1,1716
9907,5,2490,5792.715,12,2023,1308,6,N/A,N/A
9908,5,2490,5803.2956,12,2023,1308,6,2,N/A
9909,5,2490,5228.2723,12,2023,1308,6,2,N/A
9910,5,2490,5803.2956,12,2023,1308,6,2,N/A
9911,5,2490,5803.2956,12,2023,1308,6,N/A,N/A
9912,5,2491,3487.1752,12,2023,1308,7,1,1716
9913,5,2491,4634.34,12,2023,1308,7,2,N/A
9914,5,2491,5920.1758,12,2023,1308,7,1,1716
9915,5,2491,6058.6201,12,2023,1308,7,2,N/A
9916,5,2491,7399.4195,12,2023,1308,7,N/A,N/A
9917,5,2491,5803.2956,12,2023,1308,7,N/A,N/A
9918,5,2491,5920.1758,12,2023,1308,7,2,N/A
9919,5,2492,6261.7456,12,2023,1308,2,1,1716
9920,5,2492,7399.4195,12,2023,1308,2,2,N/A
9921,5,2493,7399.4195,12,2023,1308,5,1,1723
9922,5,2493,6058.6201,12,2023,1308,5,1,1716
9923,5,2493,5228.2723,12,2023,1308,5,2,N/A
9924,5,2493,5228.2723,12,2023,1308,5,2,N/A
9925,5,2493,5803.2956,12,2023,1308,5,N/A,N/A
9926,5,2494,4113.6764,12,2023,1308,2,1,1716
9927,5,2494,2489.6807,12,2023,1308,2,2,N/A
9928,5,2495,3487.1752,12,2023,1308,2,1,1716
9929,5,2495,5670.8759,12,2023,1308,2,2,N/A
9930,5,2496,4113.6764,12,2023,1308,7,1,1716
9931,5,2496,2489.6807,12,2023,1308,7,2,N/A
9932,5,2496,6058.6201,12,2023,1308,7,2,N/A
9933,5,2496,5515.1799,12,2023,1308,7,2,N/A
9934,5,2496,5228.2723,12,2023,1308,7,2,N/A
9935,5,2496,5228.2723,12,2023,1308,7,2,N/A
9936,5,2496,5803.2956,12,2023,1308,7,2,N/A
9937,5,2497,5647.8971,12,2023,2064,4,1,1728
9938,5,2497,5772.1714,12,2023,2064,4,2,N/A
9939,5,2497,5658.2132,12,2023,2064,4,2,N/A
9940,5,2497,5658.2132,12,2023,2064,4,2,N/A
9941,5,2498,4720.0819,12,2023,2064,5,1,1728
9942,5,2498,4518.4815,12,2023,2064,5,2,N/A
9943,5,2498,5097.5655,12,2023,2064,5,2,N/A
9944,5,2498,5658.2132,12,2023,2064,5,2,N/A
9945,5,2498,2427.4386,12,2023,2064,5,2,N/A
9946,5,2499,2427.4386,12,2023,2064,3,2,N/A
9947,5,2499,4518.4815,12,2023,2064,3,1,1728
9948,5,2499,4720.0819,12,2023,2064,3,1,1728
9949,5,2500,3399.9958,12,2023,2064,6,1,1728
9950,5,2500,5377.3003,12,2023,2064,6,1,1728
9951,5,2500,5772.1714,12,2023,2064,6,2,N/A
9952,5,2500,5097.5655,12,2023,2064,6,2,N/A
9953,5,2500,5097.5655,12,2023,2064,6,2,N/A
9954,5,2500,5658.2132,12,2023,2064,6,2,N/A
9955,5,2501,5647.8971,12,2023,2064,5,1,1728
9956,5,2501,5377.3003,12,2023,2064,5,1,1728
9957,5,2501,5529.1039,12,2023,2064,5,2,N/A
9958,5,2501,5658.2132,12,2023,2064,5,2,N/A
9959,5,2501,5097.5655,12,2023,2064,5,N/A,N/A
9960,5,2502,2427.4386,12,2023,2064,4,2,N/A
9961,5,2502,4720.0819,12,2023,2064,4,1,1728
9962,5,2502,3399.9958,12,2023,2064,4,1,1728
9963,5,2502,5647.8971,12,2023,2064,4,1,1728
9964,5,2503,3399.9958,12,2023,2064,2,1,1728
9965,5,2503,4518.4815,12,2023,2064,2,1,1728
9966,5,2504,4720.0819,12,2023,2064,3,1,1728
9967,5,2504,6105.2019,12,2023,2064,3,1,1728
9968,5,2504,5658.2132,12,2023,2064,3,2,N/A
9969,5,2505,2427.4386,12,2023,2064,3,2,N/A
9970,5,2505,3399.9958,12,2023,2064,3,2,N/A
9971,5,2505,5658.2132,12,2023,2064,3,2,N/A
9972,5,2506,5647.8971,12,2023,2064,7,1,1728
9973,5,2506,5377.3003,12,2023,2064,7,1,1728
9974,5,2506,5529.1039,12,2023,2064,7,1,1728
9975,5,2506,5658.2132,12,2023,2064,7,1,1728
9976,5,2506,5097.5655,12,2023,2064,7,2,N/A
9977,5,2506,5097.5655,12,2023,2064,7,N/A,N/A
9978,5,2506,5097.5655,12,2023,2064,7,N/A,N/A
9979,5,2507,4720.0819,12,2023,2064,5,1,1728
9980,5,2507,6105.2019,12,2023,2064,5,1,1728
9981,5,2507,7214.434,12,2023,2064,5,1,1728
9982,5,2507,5772.1714,12,2023,2064,5,2,N/A
9983,5,2507,5658.2132,12,2023,2064,5,N/A,N/A
9984,5,2508,5529.1039,12,2023,2064,1,2,N/A
9985,5,2509,3378.201,12,2023,1686,3,1,1728
9986,5,2509,5493.6609,12,2023,1686,3,2,N/A
9987,5,2509,4689.825,12,2023,1686,3,1,1728
9988,5,2510,3378.201,12,2023,1686,6,1,1728
9989,5,2510,5869.2881,12,2023,1686,6,1,1728
9990,5,2510,5064.8887,12,2023,1686,6,2,N/A
9991,5,2510,5621.9425,12,2023,1686,6,2,N/A
9992,5,2510,5064.8887,12,2023,1686,6,2,N/A
9993,5,2510,5064.8887,12,2023,1686,6,2,N/A
9994,5,2511,2411.8781,12,2023,1686,1,2,N/A
9995,5,2512,5611.6926,12,2023,1686,6,1,1728
9996,5,2512,5342.8304,12,2023,1686,6,2,N/A
9997,5,2512,5493.6609,12,2023,1686,6,2,N/A
9998,5,2512,5735.1702,12,2023,1686,6,2,N/A
9999,5,2512,5621.9425,12,2023,1686,6,2,N/A
10000,5,2512,5064.8887,12,2023,1686,6,2,N/A
10001,5,2513,3378.201,12,2023,1686,7,1,1728
10002,5,2513,4489.5168,12,2023,1686,7,2,N/A
10003,5,2513,5735.1702,12,2023,1686,7,2,N/A
10004,5,2513,5064.8887,12,2023,1686,7,2,N/A
10005,5,2513,5621.9425,12,2023,1686,7,2,N/A
10006,5,2513,5064.8887,12,2023,1686,7,N/A,N/A
10007,5,2513,7168.1875,12,2023,1686,7,1,1728
10008,5,2514,2411.8781,12,2023,1686,4,1,1728
10009,5,2514,5493.6609,12,2023,1686,4,1,1728
10010,5,2514,5735.1702,12,2023,1686,4,2,N/A
10011,5,2514,5064.8887,12,2023,1686,4,2,N/A
10012,5,2515,6066.066,12,2023,1686,1,1,1728
10013,5,2516,5611.6926,12,2023,1686,4,1,1728
10014,5,2516,5342.8304,12,2023,1686,4,1,1728
10015,5,2516,5621.9425,12,2023,1686,4,2,N/A
10016,5,2516,5621.9425,12,2023,1686,4,N/A,N/A
10017,5,2517,5342.8304,12,2023,1686,2,1,7401
10018,5,2517,5621.9425,12,2023,1686,2,2,N/A
10019,5,2518,3378.201,12,2023,1686,4,1,1728
10020,5,2518,7168.1875,12,2023,1686,4,1,1728
10021,5,2518,5064.8887,12,2023,1686,4,2,N/A
10022,5,2518,5064.8887,12,2023,1686,4,2,N/A
10023,5,2519,2411.8781,12,2023,1686,2,2,N/A
10024,5,2519,5869.2881,12,2023,1686,2,1,1716
10025,5,2520,4156.9782,12,2023,174,7,1,1733
10026,5,2520,6327.6586,12,2023,174,7,1,1733
10027,5,2520,7477.308,12,2023,174,7,1,1733
10028,5,2520,6122.3949,12,2023,174,7,1,1736
10029,5,2520,5864.3828,12,2023,174,7,N/A,N/A
10030,5,2520,5730.5692,12,2023,174,7,1,1733
10031,5,2520,5730.5692,12,2023,174,7,1,1733
10032,5,2521,2515.8878,12,2023,174,2,2,N/A
10033,5,2521,7477.308,12,2023,174,2,1,1715
10034,5,2522,4156.9782,12,2023,174,3,1,1733
10035,5,2522,2515.8878,12,2023,174,3,1,1733
10036,5,2522,7477.308,12,2023,174,3,1,1733
10037,5,2523,6327.6586,12,2023,174,3,2,N/A
10038,5,2523,5573.2343,12,2023,174,3,1,1733
10039,5,2523,5864.3828,12,2023,174,3,N/A,N/A
10040,5,2524,7477.308,12,2023,174,4,1,1733
10041,5,2524,6122.3949,12,2023,174,4,2,N/A
10042,5,2524,5864.3828,12,2023,174,4,2,N/A
10043,5,2524,5283.3067,12,2023,174,4,2,N/A
10044,5,2525,6327.6586,12,2023,174,3,1,1733
10045,5,2525,7477.308,12,2023,174,3,1,1733
10046,5,2525,6122.3949,12,2023,174,3,1,1724
10047,5,2526,4156.9782,12,2023,174,9,2,N/A
10048,5,2526,2515.8878,12,2023,174,9,2,N/A
10049,5,2526,5573.2343,12,2023,174,9,1,1733
10050,5,2526,5853.6909,12,2023,174,9,1,1731
10051,5,2526,5982.4934,12,2023,174,9,2,N/A
10052,5,2526,5283.3067,12,2023,174,9,2,N/A
10053,5,2526,5283.3067,12,2023,174,9,2,N/A
10054,5,2526,5283.3067,12,2023,174,9,2,N/A
10055,5,2526,5283.3067,12,2023,174,9,2,N/A
10056,5,2527,4156.9782,12,2023,174,2,1,1733
10057,5,2527,2515.8878,12,2023,174,2,1,1733
10058,5,2528,6327.6586,12,2023,174,2,2,N/A
10059,5,2528,7477.308,12,2023,174,2,2,N/A
10060,5,2529,6122.3949,12,2023,174,3,1,1733
10061,5,2529,3523.8823,12,2023,174,3,N/A,N/A
10062,5,2529,5283.3067,12,2023,174,3,2,N/A
10063,5,2530,4156.9782,12,2023,174,2,2,N/A
10064,5,2530,2515.8878,12,2023,174,2,1,1733
10065,5,2531,3523.8823,12,2023,174,2,1,1733
10066,5,2531,4683.1225,12,2023,174,2,1,1733
10067,5,2532,5853.6909,12,2023,174,4,1,506
10068,5,2532,5573.2343,12,2023,174,4,1,1733
10069,5,2532,5864.3828,12,2023,174,4,2,N/A
10070,5,2532,5730.5692,12,2023,174,4,2,N/A
10071,5,2533,6122.3949,12,2023,174,3,2,N/A
10072,5,2533,5283.3067,12,2023,174,3,2,N/A
10073,5,2533,5864.3828,12,2023,174,3,N/A,N/A
10074,5,2534,5982.4934,12,2023,174,6,2,N/A
10075,5,2534,5982.4934,12,2023,174,6,2,N/A
10076,5,2534,5283.3067,12,2023,174,6,2,N/A
10077,5,2534,6122.3949,12,2023,174,6,2,N/A
10078,5,2534,5283.3067,12,2023,174,6,2,N/A
10079,5,2534,5283.3067,12,2023,174,6,N/A,N/A
10080,5,2535,2515.8878,12,2023,174,3,2,N/A
10081,5,2535,2515.8878,12,2023,174,3,1,1733
10082,5,2535,2515.8878,12,2023,174,3,1,1733
10083,5,2536,4683.1225,12,2023,174,5,1,1733
10084,5,2536,3523.8823,12,2023,174,5,N/A,N/A
10085,5,2536,5730.5692,12,2023,174,5,1,1734
10086,5,2536,5982.4934,12,2023,174,5,2,N/A
10087,5,2536,5730.5692,12,2023,174,5,2,N/A
10088,5,2537,4156.9782,12,2023,174,4,2,N/A
10089,5,2537,5573.2343,12,2023,174,4,1,1733
10090,5,2537,5982.4934,12,2023,174,4,2,N/A
10091,5,2537,3523.8823,12,2023,174,4,1,1733
10092,5,2538,3523.8823,12,2023,174,5,2,1733
10093,5,2538,5982.4934,12,2023,174,5,2,N/A
10094,5,2538,5730.5692,12,2023,174,5,2,N/A
10095,5,2538,5864.3828,12,2023,174,5,2,N/A
10096,5,2538,5283.3067,12,2023,174,5,2,N/A
10097,5,2539,4156.9782,12,2023,174,5,2,N/A
10098,5,2539,6327.6586,12,2023,174,5,2,N/A
10099,5,2539,7477.308,12,2023,174,5,1,1733
10100,5,2539,5853.6909,12,2023,174,5,1,1717
10101,5,2539,5864.3828,12,2023,174,5,2,N/A
10102,5,2540,2515.8878,12,2023,174,4,2,N/A
10103,5,2540,2515.8878,12,2023,174,4,2,N/A
10104,5,2540,5573.2343,12,2023,174,4,1,1728
10105,5,2540,5730.5692,12,2023,174,4,2,N/A
10106,5,2541,3482.5868,12,2023,552,5,1,1735
10107,5,2541,5507.923,12,2023,552,5,1,1735
10108,5,2541,5795.6596,12,2023,552,5,2,N/A
10109,5,2541,5795.6596,12,2023,552,5,2,N/A
10110,5,2541,5795.6596,12,2023,552,5,N/A,N/A
10111,5,2542,4108.2636,12,2023,552,2,1,1735
10112,5,2542,2486.4047,12,2023,552,2,1,1735
10113,5,2543,4834.7397,12,2023,552,1,1,1735
10114,5,2544,7389.6833,12,2023,552,4,1,1735
10115,5,2544,6050.6481,12,2023,552,4,2,N/A
10116,5,2544,5795.6596,12,2023,552,4,2,N/A
10117,5,2544,5221.3929,12,2023,552,4,N/A,N/A
10118,5,2545,3482.5868,12,2023,552,4,1,1735
10119,5,2545,5507.923,12,2023,552,4,1,1735
10120,5,2545,5912.386,12,2023,552,4,1,1735
10121,5,2545,5221.3929,12,2023,552,4,2,N/A
10122,5,2546,4108.2636,12,2023,552,3,1,1735
10123,5,2546,2486.4047,12,2023,552,3,1,1735
10124,5,2546,3482.5868,12,2023,552,3,1,1735
10125,5,2547,2486.4047,12,2023,552,5,2,N/A
10126,5,2547,6050.6481,12,2023,552,5,2,N/A
10127,5,2547,7389.6833,12,2023,552,5,1,1735
10128,5,2547,5795.6596,12,2023,552,5,2,N/A
10129,5,2547,5795.6596,12,2023,552,5,N/A,N/A
10130,5,2548,3482.5868,12,2023,552,3,1,1735
10131,5,2548,4628.2421,12,2023,552,3,1,1735
10132,5,2548,5221.3929,12,2023,552,3,1,1735
10133,5,2549,5785.0929,12,2023,552,5,1,1735
10134,5,2549,6050.6481,12,2023,552,5,2,N/A
10135,5,2549,5221.3929,12,2023,552,5,2,N/A
10136,5,2549,5221.3929,12,2023,552,5,2,N/A
10137,5,2549,5221.3929,12,2023,552,5,2,N/A
10138,5,2550,3482.5868,12,2023,552,6,1,1735
10139,5,2550,4628.2421,12,2023,552,6,1,1735
10140,5,2550,6050.6481,12,2023,552,6,N/A,N/A
10141,5,2550,6050.6481,12,2023,552,6,2,N/A
10142,5,2550,5912.386,12,2023,552,6,2,N/A
10143,5,2550,5663.4141,12,2023,552,6,2,N/A
10144,5,2551,4834.7397,12,2023,552,1,1,1735
10145,5,2552,7389.6833,12,2023,552,4,1,1735
10146,5,2552,5912.386,12,2023,552,4,2,N/A
10147,5,2552,5221.3929,12,2023,552,4,2,N/A
10148,5,2552,5221.3929,12,2023,552,4,N/A,N/A
10149,5,2553,4834.7397,12,2023,552,7,1,1735
10150,5,2553,4628.2421,12,2023,552,7,1,1735
10151,5,2553,5663.4141,12,2023,552,7,1,1735
10152,5,2553,5221.3929,12,2023,552,7,2,N/A
10153,5,2553,5795.6596,12,2023,552,7,2,N/A
10154,5,2553,5663.4141,12,2023,552,7,1,1735
10155,5,2553,5795.6596,12,2023,552,7,N/A,N/A
10156,5,2554,4628.2421,12,2023,552,3,1,1735
10157,5,2554,5912.386,12,2023,552,3,2,N/A
10158,5,2554,5795.6596,12,2023,552,3,2,N/A
10159,5,2555,7389.6833,12,2023,552,4,1,1735
10160,5,2555,6050.6481,12,2023,552,4,2,N/A
10161,5,2555,5795.6596,12,2023,552,4,2,N/A
10162,5,2555,5795.6596,12,2023,552,4,2,N/A
10163,5,2556,5785.0929,12,2023,552,4,1,1735
10164,5,2556,6050.6481,12,2023,552,4,1,1735
10165,5,2556,5221.3929,12,2023,552,4,2,N/A
10166,5,2556,5795.6596,12,2023,552,4,2,N/A
10167,5,2557,2486.4047,12,2023,552,1,2,N/A
10168,5,2558,4834.7397,12,2023,552,7,1,1735
10169,5,2558,4628.2421,12,2023,552,7,1,1735
10170,5,2558,6050.6481,12,2023,552,7,1,1735
10171,5,2558,5663.4141,12,2023,552,7,1,1735
10172,5,2558,5912.386,12,2023,552,7,2,N/A
10173,5,2558,5912.386,12,2023,552,7,2,N/A
10174,5,2558,5795.6596,12,2023,552,7,N/A,N/A
10175,5,2559,7389.6833,12,2023,552,4,1,1735
10176,5,2559,6050.6481,12,2023,552,4,1,1735
10177,5,2559,5221.3929,12,2023,552,4,2,N/A
10178,5,2559,5795.6596,12,2023,552,4,2,N/A
10179,5,2560,7086.3671,12,2023,930,4,1,1706
10180,5,2560,5802.2938,12,2023,930,4,2,N/A
10181,5,2560,5557.7715,12,2023,930,4,N/A,N/A
10182,5,2560,5557.7715,12,2023,930,4,2,N/A
10183,5,2561,5547.6386,12,2023,930,7,1,1737
10184,5,2561,5281.8453,12,2023,930,7,1,1737
10185,5,2561,5007.0762,12,2023,930,7,2,N/A
10186,5,2561,5007.0762,12,2023,930,7,2,N/A
10187,5,2561,5007.0762,12,2023,930,7,2,N/A
10188,5,2561,5007.0762,12,2023,930,7,2,N/A
10189,5,2561,2384.348,12,2023,930,7,2,N/A
10190,5,2562,4636.2935,12,2023,930,3,1,1737
10191,5,2562,4438.2717,12,2023,930,3,1,1737
10192,5,2562,5007.0762,12,2023,930,3,2,N/A
10193,5,2563,5547.6386,12,2023,930,6,1,1737
10194,5,2563,5802.2938,12,2023,930,6,1,1737
10195,5,2563,5557.7715,12,2023,930,6,1,1737
10196,5,2563,5007.0762,12,2023,930,6,2,N/A
10197,5,2563,5007.0762,12,2023,930,6,2,N/A
10198,5,2563,5557.7715,12,2023,930,6,2,N/A
10199,5,2564,5547.6386,12,2023,930,4,1,1737
10200,5,2564,5281.8453,12,2023,930,4,1,1737
10201,5,2564,5007.0762,12,2023,930,4,2,N/A
10202,5,2564,5557.7715,12,2023,930,4,2,N/A
10203,5,2565,3339.6409,12,2023,930,3,1,1737
10204,5,2565,4438.2717,12,2023,930,3,1,1737
10205,5,2565,5007.0762,12,2023,930,3,1,1737
10206,5,2566,7086.3671,12,2023,930,8,1,1737
10207,5,2566,5669.7068,12,2023,930,8,2,N/A
10208,5,2566,5557.7715,12,2023,930,8,N/A,N/A
10209,5,2566,5430.9541,12,2023,930,8,1,1737
10210,5,2566,5430.9541,12,2023,930,8,1,1737
10211,5,2566,5430.9541,12,2023,930,8,1,1737
10212,5,2566,5007.0762,12,2023,930,8,2,N/A
10213,5,2566,5007.0762,12,2023,930,8,2,N/A
10214,5,2567,3939.6362,12,2023,930,5,1,1737
10215,5,2567,2384.348,12,2023,930,5,2,N/A
10216,5,2567,5547.6386,12,2023,930,5,1,1737
10217,5,2567,5557.7715,12,2023,930,5,2,N/A
10218,5,2567,5557.7715,12,2023,930,5,2,N/A
10219,5,2568,5547.6386,12,2023,930,6,1,1737
10220,5,2568,5430.9541,12,2023,930,6,2,N/A
10221,5,2568,5430.9541,12,2023,930,6,2,N/A
10222,5,2568,5557.7715,12,2023,930,6,2,N/A
10223,5,2568,5007.0762,12,2023,930,6,2,N/A
10224,5,2568,5557.7715,12,2023,930,6,2,N/A
10225,5,2569,4636.2935,12,2023,930,2,1,1737
10226,5,2569,5430.9541,12,2023,930,2,1,1737
10227,5,2570,2384.348,12,2023,930,2,1,1737
10228,5,2570,5669.7068,12,2023,930,2,2,1737
10229,5,2571,3939.6362,12,2023,930,2,1,1737
10230,5,2571,2384.348,12,2023,930,2,1,1737
10231,5,2572,7086.3671,12,2023,930,5,1,1737
10232,5,2572,5802.2938,12,2023,930,5,1,1737
10233,5,2572,5430.9541,12,2023,930,5,2,N/A
10234,5,2572,5557.7715,12,2023,930,5,2,N/A
10235,5,2572,5007.0762,12,2023,930,5,2,N/A
10236,5,2573,497.8127,12,2023,99,6,2,N/A
10237,5,2573,714.6404,12,2023,99,6,1,2002
10238,5,2573,752.6248,12,2023,99,6,2,N/A
10239,5,2573,785.3804,12,2023,99,6,2,N/A
10240,5,2573,858.9848,12,2023,99,6,2,N/A
10241,5,2573,858.9848,12,2023,99,6,N/A,N/A
10242,5,2574,522.6177,12,2023,99,4,1,2002
10243,5,2574,752.6248,12,2023,99,4,2,N/A
10244,5,2574,558.4454,12,2023,99,4,2,N/A
10245,5,2574,858.9848,12,2023,99,4,2,N/A
10246,5,2575,550.7915,12,2023,99,2,2,N/A
10247,5,2575,785.3804,12,2023,99,2,2,N/A
10248,5,2576,714.6404,12,2023,99,4,1,2002
10249,5,2576,785.3804,12,2023,99,4,2,N/A
10250,5,2576,550.7915,12,2023,99,4,2,N/A
10251,5,2576,858.9848,12,2023,99,4,2,N/A
10252,5,2577,434.9604,12,2023,99,4,1,2002
10253,5,2577,768.2899,12,2023,99,4,1,2002
10254,5,2577,752.6248,12,2023,99,4,2,N/A
10255,5,2577,858.9848,12,2023,99,4,N/A,N/A
10256,5,2578,714.6404,12,2023,99,5,1,2002
10257,5,2578,709.2395,12,2023,99,5,2,N/A
10258,5,2578,858.9848,12,2023,99,5,2,N/A
10259,5,2578,858.9848,12,2023,99,5,N/A,N/A
10260,5,2578,858.9848,12,2023,99,5,N/A,N/A
10261,5,2579,767.5459,12,2023,99,8,2,N/A
10262,5,2579,550.7915,12,2023,99,8,2,N/A
10263,5,2579,768.2899,12,2023,99,8,1,2002
10264,5,2579,785.3804,12,2023,99,8,2,N/A
10265,5,2579,858.9848,12,2023,99,8,2,N/A
10266,5,2579,858.9848,12,2023,99,8,2,N/A
10267,5,2579,497.8127,12,2023,99,8,N/A,N/A
10268,5,2579,558.4454,12,2023,99,8,2,N/A
10269,5,2580,522.6177,12,2023,99,1,1,2002
10270,5,2581,522.6177,12,2023,99,6,1,2002
10271,5,2581,434.9604,12,2023,99,6,1,2002
10272,5,2581,558.4454,12,2023,99,6,1,2002
10273,5,2581,558.4454,12,2023,99,6,1,2002
10274,5,2581,752.6248,12,2023,99,6,2,N/A
10275,5,2581,785.3804,12,2023,99,6,2,N/A
10276,5,2582,714.6404,12,2023,99,6,1,2002
